flyid,name,sugarGRN_200Hz
720575940605420902,,1.3333333333333333
720575940605513649,,6.0
720575940605658033,,26.1
720575940605682790,,19.1
720575940606391218,,1.7
720575940606607234,,19.2
720575940606852018,,2.466666666666667
720575940606866377,,84.33333333333333
720575940607193986,,45.06666666666667
720575940607272649,,70.26666666666667
720575940607386290,,33.06666666666667
720575940607387314,,0.16666666666666666
720575940607451081,,37.46666666666667
720575940607689394,,15.0
720575940608349379,,7.133333333333334
720575940608498780,,32.5
720575940608735241,,27.5
720575940609016843,,6.6
720575940609133269,,28.233333333333334
720575940609405635,,34.6
720575940609407939,,48.733333333333334
720575940609915204,,43.2
720575940609935172,,19.7
720575940609939780,,23.166666666666668
720575940609993284,,23.8
720575940610000964,,26.966666666666665
720575940610001220,,11.333333333333334
720575940610054980,,85.2
720575940610058052,,0.3
720575940610173048,,0.03333333333333333
720575940610232274,,16.9
720575940610258552,,38.7
720575940610611246,,15.533333333333333
720575940610621026,,2.6
720575940610677828,,57.833333333333336
720575940610788069,sugar_L_1,200.8
720575940610803554,,39.3
720575940610916465,,46.733333333333334
720575940611015122,,49.6
720575940611151406,,11.733333333333333
720575940611160930,,36.266666666666666
720575940611164770,,17.8
720575940611366058,,12.333333333333334
720575940611436408,,31.866666666666667
720575940611548878,,53.03333333333333
720575940611549902,,27.8
720575940611875570,sugar_L_2,196.6
720575940611988197,,9.4
720575940612036837,,39.2
720575940612064113,,76.86666666666666
720575940612154339,,1.7666666666666666
720575940612208858,,14.766666666666667
720575940612289010,,16.9
720575940612357618,,11.633333333333333
720575940612423922,,73.26666666666667
720575940612479205,,25.6
720575940612537061,,5.033333333333333
720575940612558061,,34.7
720575940612574435,,0.03333333333333333
720575940612603289,,1.0666666666666667
720575940612611301,,83.53333333333333
720575940612648106,,33.666666666666664
720575940612670570,sugar_L_3,192.9
720575940612692633,,62.166666666666664
720575940612766515,,6.8
720575940612865814,,4.666666666666667
720575940612888178,,41.8
720575940612906518,,87.0
720575940612952557,,21.433333333333334
720575940613004402,,28.333333333333332
720575940613347299,,34.56666666666667
720575940613601698,sugar_L_4,196.56666666666666
720575940613670893,,26.833333333333332
720575940613687789,,46.166666666666664
720575940613743569,,3.3
720575940613929391,,38.96666666666667
720575940613943215,,26.4
720575940614128691,,29.533333333333335
720575940614386070,,0.5333333333333333
720575940614465478,,0.06666666666666667
720575940614660519,,27.266666666666666
720575940614730914,,13.0
720575940614763666,,91.23333333333333
720575940614909506,,0.5666666666666667
720575940615041430,,123.6
720575940615052812,,20.166666666666668
720575940615153494,,5.933333333333334
720575940615296818,,32.233333333333334
720575940615564959,,6.133333333333334
720575940615582111,,7.3
720575940615623867,,7.733333333333333
720575940615671106,,93.73333333333333
720575940615715003,,2.3333333333333335
720575940615811670,,11.466666666666667
720575940616018956,,85.56666666666666
720575940616103218,,96.43333333333334
720575940616466260,,60.13333333333333
720575940616644411,,29.6
720575940616857174,,54.3
720575940616860758,,3.2666666666666666
720575940616864086,,37.666666666666664
720575940616864217,,52.7
720575940616885538,sugar_L_5,193.73333333333332
720575940617000768,sugar_L_6,193.7
720575940617373268,,8.066666666666666
720575940617471133,,0.06666666666666667
720575940617488477,,15.0
720575940617494877,,21.1
720575940617552057,,48.56666666666667
720575940617588258,,41.4
720575940617593233,,80.93333333333334
720575940617629841,,56.63333333333333
720575940617672920,,1.7
720575940618153105,,1.7
720575940618165019,,129.9
720575940618291520,,0.03333333333333333
720575940618472261,,64.53333333333333
720575940618574749,,40.666666666666664
720575940618696989,,46.833333333333336
720575940618726171,,22.066666666666666
720575940618800064,,0.43333333333333335
720575940618859480,,23.733333333333334
720575940618864725,,5.066666666666666
720575940618995393,,6.8
720575940619048827,,80.63333333333334
720575940619114048,,32.833333333333336
720575940619173534,,20.633333333333333
720575940619176094,,1.1
720575940619455879,,2.9
720575940619473624,,38.6
720575940619588568,,49.03333333333333
720575940619853515,,38.266666666666666
720575940619877396,,88.63333333333334
720575940619973712,,126.86666666666666
720575940620001360,,0.03333333333333333
720575940620025620,,37.1
720575940620031366,,57.13333333333333
720575940620062288,,7.466666666666667
720575940620170887,,39.96666666666667
720575940620254087,,26.0
720575940620271636,,0.1
720575940620274085,,93.46666666666667
720575940620282900,,6.833333333333333
720575940620292116,,9.066666666666666
720575940620297819,,0.03333333333333333
720575940620301588,,0.03333333333333333
720575940620335269,,72.33333333333333
720575940620374693,,29.366666666666667
720575940620473547,,25.2
720575940620474278,,13.033333333333333
720575940620673985,,54.8
720575940620714150,,4.7
720575940620780272,,34.0
720575940620805046,,14.366666666666667
720575940620873793,,7.133333333333334
720575940620874757,,118.73333333333333
720575940620900446,sugar_L_7,195.4
720575940621057702,,19.833333333333332
720575940621261296,,40.233333333333334
720575940621329328,,13.9
720575940621345012,,9.9
720575940621399899,,56.733333333333334
720575940621422518,,22.266666666666666
720575940621468404,,6.666666666666667
