flyid,name,sugarGRN_125Hz
720575940605420902,,0.03333333333333333
720575940605513649,,4.033333333333333
720575940605658033,,21.633333333333333
720575940605682790,,14.133333333333333
720575940606391218,,0.4
720575940606607234,,16.066666666666666
720575940606852018,,0.6333333333333333
720575940606866377,,61.53333333333333
720575940607193986,,33.833333333333336
720575940607272649,,50.4
720575940607386290,,20.966666666666665
720575940607387314,,0.03333333333333333
720575940607451081,,29.666666666666668
720575940607689394,,6.1
720575940608188427,,0.06666666666666667
720575940608349379,,4.233333333333333
720575940608498780,,22.333333333333332
720575940608735241,,16.8
720575940609016843,,4.133333333333334
720575940609133269,,16.7
720575940609405635,,20.933333333333334
720575940609407939,,36.53333333333333
720575940609915204,,30.166666666666668
720575940609935172,,15.033333333333333
720575940609939780,,15.5
720575940609993284,,21.133333333333333
720575940610000964,,18.333333333333332
720575940610001220,,8.1
720575940610054980,,62.96666666666667
720575940610058052,,0.23333333333333334
720575940610173048,,0.36666666666666664
720575940610232274,,9.5
720575940610258552,,26.1
720575940610611246,,9.766666666666667
720575940610621026,,3.8666666666666667
720575940610677828,,40.766666666666666
720575940610788069,sugar_L_1,126.1
720575940610803554,,24.666666666666668
720575940610916465,,27.5
720575940611015122,,20.2
720575940611151406,,2.1666666666666665
720575940611160930,,26.633333333333333
720575940611164770,,10.2
720575940611366058,,2.033333333333333
720575940611436408,,21.6
720575940611548878,,36.3
720575940611549902,,13.166666666666666
720575940611875570,sugar_L_2,124.73333333333333
720575940611988197,,2.7666666666666666
720575940612036837,,36.833333333333336
720575940612064113,,54.7
720575940612154339,,0.03333333333333333
720575940612208858,,11.233333333333333
720575940612289010,,6.766666666666667
720575940612357618,,11.066666666666666
720575940612423922,,56.333333333333336
720575940612479205,,11.666666666666666
720575940612537061,,2.0
720575940612558061,,24.866666666666667
720575940612603289,,1.9666666666666666
720575940612611301,,63.266666666666666
720575940612648106,,11.566666666666666
720575940612670570,sugar_L_3,127.0
720575940612692633,,50.3
720575940612766515,,4.166666666666667
720575940612888178,,29.6
720575940612906518,,68.9
720575940612952557,,11.0
720575940613004402,,18.266666666666666
720575940613347299,,26.233333333333334
720575940613601698,sugar_L_4,124.13333333333334
720575940613670893,,16.466666666666665
720575940613687789,,30.666666666666668
720575940613743569,,2.4
720575940613929391,,23.266666666666666
720575940613943215,,15.8
720575940614128691,,26.633333333333333
720575940614352278,,0.03333333333333333
720575940614386070,,0.3333333333333333
720575940614465478,,0.03333333333333333
720575940614660519,,11.466666666666667
720575940614730914,,17.933333333333334
720575940614763666,,67.23333333333333
720575940614909506,,2.2666666666666666
720575940615041430,,101.96666666666667
720575940615052812,,11.433333333333334
720575940615153494,,3.933333333333333
720575940615296818,,21.5
720575940615564959,,2.9
720575940615582111,,1.6333333333333333
720575940615623867,,3.966666666666667
720575940615671106,,72.33333333333333
720575940615715003,,4.733333333333333
720575940615811670,,4.566666666666666
720575940616018956,,65.6
720575940616103218,,72.53333333333333
720575940616466260,,44.06666666666667
720575940616644411,,19.166666666666668
720575940616857174,,38.46666666666667
720575940616860758,,0.9666666666666667
720575940616864086,,28.266666666666666
720575940616864217,,39.333333333333336
720575940616885538,sugar_L_5,123.46666666666667
720575940617000768,sugar_L_6,123.96666666666667
720575940617373268,,0.43333333333333335
720575940617471133,,0.8333333333333334
720575940617488477,,10.5
720575940617494877,,11.533333333333333
720575940617497437,,0.3
