flyid,name,bitterGRN_150Hz
720575940602353632,bitter_L_1,144.73333333333332
720575940604027168,bitter_L_2,148.9
720575940605158572,,21.933333333333334
720575940608601355,,0.8666666666666667
720575940610259370,bitter_L_3,146.06666666666666
720575940610481370,bitter_L_4,147.33333333333334
720575940610483162,bitter_L_5,151.33333333333334
720575940610491694,,4.1
720575940610609454,,1.0666666666666667
720575940610690372,,52.46666666666667
720575940610708430,,0.16666666666666666
720575940610956334,,7.733333333333333
720575940611149922,,26.1
720575940613061118,bitter_L_6,148.43333333333334
720575940614139089,,35.3
720575940614281266,bitter_L_7,147.46666666666667
720575940614418794,,3.7
720575940614635175,,133.36666666666667
720575940614736290,,20.0
720575940614965691,,12.966666666666667
720575940615292895,,10.266666666666667
720575940615495839,,2.533333333333333
720575940617094208,bitter_L_8,146.63333333333333
720575940618600651,bitter_L_9,147.63333333333333
720575940619028208,bitter_L_10,149.0
720575940619197093,bitter_L_11,149.06666666666666
720575940619247424,,0.2
720575940619453831,,8.766666666666667
720575940619559838,,0.3
720575940620062288,,67.63333333333334
720575940620262465,,3.033333333333333
720575940620441024,,0.03333333333333333
720575940620553094,,132.03333333333333
720575940621008895,bitter_L_12,148.93333333333334
720575940621089741,,36.166666666666664
720575940621442124,,7.5
720575940621490721,,0.06666666666666667
720575940621736669,,9.4
720575940621778381,bitter_L_13,144.9
720575940621902085,,13.9
720575940622154266,,6.433333333333334
720575940622298631,bitter_L_14,149.93333333333334
720575940622537477,,31.666666666666668
720575940622541005,,11.066666666666666
720575940623154712,,34.43333333333333
720575940623208141,,30.366666666666667
720575940623381286,,63.86666666666667
720575940623986364,,0.36666666666666664
720575940624253991,,32.03333333333333
720575940624273149,,27.433333333333334
720575940624600840,,107.6
720575940625339981,,1.9666666666666666
720575940625728551,,56.1
720575940626287336,bitter_L_15,145.53333333333333
720575940626375164,,2.2
720575940626390018,,20.033333333333335
720575940626741891,,10.333333333333334
720575940627578156,bitter_L_16,146.23333333333332
720575940627709956,,39.03333333333333
720575940627827697,,0.23333333333333334
720575940628024107,,13.933333333333334
720575940628386295,,19.233333333333334
720575940628683063,,70.76666666666667
720575940629146711,bitter_L_17,150.8
720575940630195909,bitter_L_18,143.7
720575940630686060,,0.7333333333333333
720575940630999493,,23.433333333333334
720575940632556831,,21.533333333333335
720575940632636959,,16.7
720575940632873261,,1.5666666666666667
720575940634788247,,36.5
720575940634844408,,4.866666666666666
720575940635210859,,17.6
720575940635925615,,27.666666666666668
720575940637742150,,46.06666666666667
720575940637788137,,19.833333333333332
720575940638557312,,70.16666666666667
720575940638604915,,4.033333333333333
720575940641536987,,19.3
720575940645743412,bitter_L_19,149.5
720575940646212996,bitter_L_20,148.2
720575940647473796,,19.166666666666668
