flyid,name,IR94eGRN_200Hz
720575940602564320,,1.5
720575940602605536,,1.5333333333333334
720575940602977248,,8.166666666666666
720575940603050668,,1.9333333333333333
720575940603111392,,0.8
720575940603208928,,0.16666666666666666
720575940603231916,,5.333333333333333
720575940603317216,,1.7
720575940603455846,,2.7
720575940603464672,,10.266666666666667
720575940603556198,,0.13333333333333333
720575940603609004,,0.36666666666666664
720575940603642982,,1.5
720575940603673120,,0.6666666666666666
720575940603674656,,2.2
720575940603721248,,1.6
720575940603751782,,2.8
720575940603820716,,5.766666666666667
720575940603882720,,1.9333333333333333
720575940603883232,,2.6
720575940603885856,,0.8333333333333334
720575940603984486,,1.3666666666666667
720575940603985952,,7.566666666666666
720575940604008672,,1.9
720575940604050110,,1.6666666666666667
720575940604093984,,2.4
720575940604103200,,1.6
720575940604126129,,0.36666666666666664
720575940604131296,,1.9333333333333333
720575940604132710,,3.6666666666666665
720575940604341216,,1.5
720575940604352172,,8.966666666666667
720575940604398816,,5.5
720575940604402092,,2.8333333333333335
720575940604403628,,1.5666666666666667
720575940604407468,,5.4
720575940604414636,,2.2666666666666666
720575940604431584,,5.266666666666667
720575940604440544,,0.9
720575940604456876,,1.7666666666666666
720575940604466912,,3.066666666666667
720575940604470240,,0.9
720575940604478176,,2.533333333333333
720575940604479590,,3.1333333333333333
720575940604493024,,3.6666666666666665
720575940604500448,,0.06666666666666667
720575940604516524,,2.4
720575940604552894,,0.6666666666666666
720575940604557792,,3.066666666666667
720575940604562656,,1.9
720575940604568521,,1.2666666666666666
720575940604569824,,1.2
720575940604620512,,1.0666666666666667
720575940604626912,,1.5
720575940604630496,,3.1333333333333333
720575940604663520,,4.466666666666667
720575940604682976,,0.26666666666666666
720575940604690278,,0.5333333333333333
720575940604714208,,0.06666666666666667
720575940604714464,,7.333333333333333
720575940604735660,,0.8666666666666667
720575940604737708,,1.4
720575940604766153,,3.2333333333333334
720575940604783136,,2.4
720575940604806345,,1.7333333333333334
720575940604810016,,1.0666666666666667
720575940604833196,,2.1666666666666665
720575940604860332,,0.9
720575940604874208,,4.166666666666667
720575940604880562,,2.9
720575940604880841,,0.7
720575940604884396,,1.7
720575940604908972,,2.9
720575940604911793,,1.8
720575940604924606,,2.3666666666666667
720575940604931249,,3.8333333333333335
720575940604935340,,0.9
720575940604941234,,2.1666666666666665
720575940604961126,,3.1333333333333333
720575940604961894,,1.7333333333333334
720575940604962918,,2.4
720575940604963686,,2.3666666666666667
720575940604963942,,2.1
720575940604974978,,2.1
720575940604978534,,1.1666666666666667
720575940604985265,,1.2666666666666666
720575940604991264,,3.0
720575940604994336,,1.0333333333333334
720575940604997152,,2.6666666666666665
720575940604999526,,0.7666666666666667
720575940605007206,,13.566666666666666
720575940605012652,,4.3
720575940605018726,,2.2
720575940605028017,,9.866666666666667
720575940605029036,,5.566666666666666
720575940605030316,,1.4666666666666666
720575940605031084,,1.0
720575940605032550,,7.633333333333334
720575940605037996,,0.13333333333333333
720575940605039788,,0.03333333333333333
720575940605060798,,3.1666666666666665
720575940605078560,,5.4
720575940605083838,,2.3
720575940605102694,,6.2
720575940605113376,,1.3666666666666667
720575940605180337,,2.7666666666666666
720575940605180849,,1.1
720575940605184102,,2.3666666666666667
720575940605196465,,1.3333333333333333
720575940605197745,,1.9666666666666666
720575940605236866,,2.3666666666666667
720575940605238752,,0.06666666666666667
720575940605252041,,1.8333333333333333
720575940605264305,,5.7
720575940605280201,,1.1333333333333333
720575940605290441,,1.7333333333333334
720575940605305777,,0.7333333333333333
720575940605309361,,3.8666666666666667
720575940605309542,,0.8666666666666667
720575940605312945,,2.3
720575940605338290,,1.3
720575940605352881,,1.3333333333333333
720575940605362610,,2.3333333333333335
720575940605376800,,1.2
720575940605383526,,3.6333333333333333
720575940605391136,,2.1666666666666665
720575940605391794,,1.4333333333333333
720575940605396926,,2.066666666666667
720575940605400096,,6.0
720575940605407846,,2.1
720575940605410592,,3.5
