flyid,name,sugarGRN_150Hz
720575940605420902,,0.06666666666666667
720575940605513649,,5.233333333333333
720575940605658033,,22.733333333333334
720575940605682790,,15.633333333333333
720575940606391218,,0.7666666666666667
720575940606607234,,17.433333333333334
720575940606852018,,0.9
720575940606866377,,69.7
720575940607193986,,38.9
720575940607272649,,57.766666666666666
720575940607386290,,25.333333333333332
720575940607387314,,0.03333333333333333
720575940607451081,,32.233333333333334
720575940607689394,,8.933333333333334
720575940608188427,,0.06666666666666667
720575940608349379,,5.766666666666667
720575940608498780,,25.9
720575940608735241,,20.566666666666666
720575940609016843,,5.566666666666666
720575940609133269,,21.233333333333334
720575940609405635,,25.233333333333334
720575940609407939,,41.96666666666667
720575940609915204,,35.13333333333333
720575940609935172,,16.833333333333332
720575940609939780,,17.7
720575940609993284,,22.266666666666666
720575940610000964,,21.233333333333334
720575940610001220,,7.866666666666666
720575940610054980,,71.83333333333333
720575940610058052,,0.26666666666666666
720575940610173048,,0.13333333333333333
720575940610232274,,11.833333333333334
720575940610258552,,31.166666666666668
720575940610611246,,11.833333333333334
720575940610621026,,3.033333333333333
720575940610677828,,48.06666666666667
720575940610788069,sugar_L_1,148.56666666666666
720575940610803554,,30.2
720575940610916465,,34.0
720575940611015122,,30.333333333333332
720575940611151406,,4.833333333333333
720575940611160930,,30.1
720575940611164770,,13.333333333333334
720575940611366058,,5.233333333333333
720575940611436408,,24.8
720575940611548878,,43.63333333333333
720575940611549902,,19.3
720575940611875570,sugar_L_2,145.73333333333332
720575940611988197,,4.7
720575940612036837,,38.166666666666664
720575940612064113,,62.9
720575940612154339,,0.1
720575940612208858,,12.466666666666667
720575940612289010,,10.5
720575940612357618,,12.433333333333334
720575940612423922,,62.93333333333333
720575940612479205,,17.3
720575940612537061,,3.3
720575940612558061,,28.566666666666666
720575940612603289,,1.7666666666666666
720575940612611301,,71.2
720575940612648106,,19.933333333333334
720575940612670570,sugar_L_3,144.93333333333334
720575940612692633,,54.766666666666666
720575940612766515,,5.666666666666667
720575940612865814,,0.3333333333333333
720575940612888178,,34.7
720575940612906518,,76.3
720575940612952557,,14.733333333333333
720575940613004402,,21.933333333333334
720575940613347299,,29.1
720575940613601698,sugar_L_4,147.13333333333333
720575940613670893,,20.233333333333334
720575940613687789,,36.63333333333333
720575940613743569,,2.6
720575940613929391,,29.333333333333332
720575940613943215,,19.733333333333334
720575940614128691,,28.1
720575940614386070,,0.6666666666666666
720575940614570415,,0.03333333333333333
720575940614660519,,16.866666666666667
720575940614730914,,16.833333333333332
720575940614763666,,75.56666666666666
720575940614909506,,1.2333333333333334
720575940615041430,,110.93333333333334
720575940615052812,,14.3
720575940615153494,,4.733333333333333
720575940615296818,,25.233333333333334
720575940615564959,,3.933333333333333
720575940615582111,,2.8333333333333335
720575940615623867,,5.133333333333334
720575940615671106,,81.73333333333333
720575940615715003,,3.2666666666666666
720575940615811670,,6.533333333333333
720575940616018956,,73.36666666666666
720575940616103218,,81.06666666666666
720575940616466260,,50.666666666666664
720575940616644411,,22.466666666666665
720575940616857174,,44.93333333333333
720575940616860758,,1.3666666666666667
720575940616864086,,32.166666666666664
720575940616864217,,45.2
720575940616885538,sugar_L_5,149.86666666666667
720575940617000768,sugar_L_6,148.06666666666666
720575940617373268,,1.2
720575940617471133,,0.3
720575940617488477,,12.366666666666667
720575940617494877,,15.166666666666666
720575940617497437,,0.03333333333333333
720575940617552057,,40.6
720575940617588258,,36.3
720575940617593233,,66.73333333333333
720575940617629841,,46.36666666666667
720575940617672920,,0.7666666666666667
720575940618153105,,0.7666666666666667
720575940618165019,,111.76666666666667
720575940618472261,,53.666666666666664
720575940618574749,,34.6
720575940618696989,,32.43333333333333
720575940618726171,,13.7
720575940618800064,,0.3333333333333333
720575940618859480,,12.566666666666666
720575940618864725,,3.9
720575940618995393,,5.666666666666667
720575940619048827,,68.9
720575940619114048,,26.133333333333333
720575940619173534,,17.566666666666666
720575940619176094,,0.6333333333333333
720575940619455879,,2.1666666666666665
720575940619473624,,30.6
720575940619549598,,0.03333333333333333
720575940619588568,,35.43333333333333
720575940619853515,,34.03333333333333
720575940619877396,,76.43333333333334
720575940619973712,,111.93333333333334
720575940620025620,,30.7
720575940620031366,,49.0
720575940620062288,,4.266666666666667
720575940620170887,,29.8
720575940620254087,,21.066666666666666
720575940620271636,,0.4666666666666667
720575940620274085,,85.26666666666667
720575940620282900,,5.7
720575940620292116,,3.7
720575940620297819,,0.06666666666666667
720575940620335269,,60.86666666666667
720575940620374693,,20.966666666666665
720575940620473547,,16.866666666666667
720575940620474278,,6.3
720575940620673985,,45.833333333333336
720575940620714150,,6.3
720575940620746478,,0.03333333333333333
720575940620780272,,27.2
720575940620805046,,10.9
720575940620873793,,5.766666666666667
720575940620874757,,99.53333333333333
720575940620900446,sugar_L_7,149.66666666666666
720575940621057702,,11.0
720575940621261296,,35.2
720575940621329328,,3.966666666666667
720575940621345012,,1.6
720575940621399899,,47.666666666666664
720575940621422518,,17.3
720575940621468404,,5.633333333333334
720575940621502051,sugar_L_8,145.06666666666666
720575940621519130,,1.3666666666666667
720575940621538142,,31.866666666666667
720575940621573030,,21.4
720575940621573542,,0.1
720575940621577036,,9.0
720575940621586854,,67.13333333333334
720575940621754367,sugar_L_9,147.3
720575940621771041,,7.5
720575940622027222,,4.8
720575940622147873,,0.4
720575940622235425,,57.733333333333334
720575940622348156,,21.2
720575940622474899,,0.43333333333333335
720575940622552675,,0.2
720575940622612749,,29.866666666666667
720575940622624214,,5.9
720575940622695448,,138.26666666666668
720575940622734106,,0.4
720575940622810153,,46.166666666666664
720575940623072013,,5.766666666666667
720575940623192781,,23.433333333333334
720575940623209165,,32.733333333333334
720575940623210445,,51.9
720575940623211725,,65.53333333333333
720575940623224555,,0.3
720575940623352063,,82.3
720575940623453959,,27.833333333333332
720575940623478115,,11.433333333333334
720575940623535044,,0.03333333333333333
720575940623578375,,42.1
720575940623862015,,0.1
720575940623886008,,0.1
720575940624023188,,26.066666666666666
720575940624084372,,3.433333333333333
720575940624163303,,1.7
720575940624310857,,6.533333333333333
720575940624366845,,0.6
720575940624484796,,52.233333333333334
720575940624600840,,7.166666666666667
720575940624623287,,32.166666666666664
720575940624816115,,0.03333333333333333
720575940624897516,,33.266666666666666
720575940624906483,,29.933333333333334
720575940624963786,sugar_L_10,146.36666666666667
720575940624966840,,31.566666666666666
720575940624986919,,0.03333333333333333
720575940625045180,,80.26666666666667
720575940625047484,,47.86666666666667
720575940625102692,,52.2
720575940625164558,,0.16666666666666666
720575940625175054,,63.7
720575940625178768,,24.2
720575940625561406,,0.03333333333333333
720575940625580988,,39.666666666666664
720575940625612474,,0.9
720575940625641402,,4.566666666666666
720575940625705930,,62.86666666666667
720575940625737776,,37.93333333333333
720575940625779075,,0.1
720575940625861660,,36.96666666666667
720575940625867056,,47.833333333333336
720575940625874992,,66.46666666666667
720575940625875504,,57.56666666666667
720575940626038714,,3.2666666666666666
720575940626159306,,0.7666666666666667
720575940626191306,,107.3
720575940626256765,,14.9
720575940626278974,,10.4
720575940626279742,,30.4
720575940626289021,,9.366666666666667
720575940626308697,,25.033333333333335
720575940626468178,,0.9666666666666667
720575940626478082,,0.6666666666666666
720575940626495746,,32.63333333333333
720575940626626597,,26.0
720575940626860421,,0.26666666666666666
720575940626968216,,0.36666666666666664
720575940626972056,,20.8
720575940626993694,,21.433333333333334
720575940626999464,,9.5
720575940627083294,,17.666666666666668
720575940627086594,,20.1
720575940627107271,,16.266666666666666
720575940627113544,,0.03333333333333333
720575940627383685,,121.2
720575940627410451,,31.533333333333335
720575940627446661,,5.466666666666667
720575940627704392,,2.0
720575940627739925,,0.03333333333333333
720575940627779983,,22.8
720575940627812168,,9.333333333333334
720575940627814728,,3.1
720575940627819151,,30.733333333333334
720575940627828296,,9.766666666666667
720575940627847752,,43.266666666666666
720575940627949626,,0.7666666666666667
720575940628114684,,52.333333333333336
720575940628129129,,0.06666666666666667
720575940628598121,,79.16666666666667
720575940628630171,,18.933333333333334
720575940628648809,,50.03333333333333
720575940628676457,,22.366666666666667
720575940628695043,,0.1
720575940628755815,,55.7
720575940628826128,,37.333333333333336
720575940628853239,sugar_L_11,151.3
720575940628972048,,44.63333333333333
720575940628995331,,1.3666666666666667
720575940628997123,,17.933333333333334
720575940628998659,,15.866666666666667
720575940629000783,,18.166666666666668
720575940629176663,sugar_L_12,149.26666666666668
720575940629207963,,23.733333333333334
720575940629239934,,11.533333333333333
720575940629327659,,0.03333333333333333
720575940629377132,,0.1
720575940629393207,,0.1
720575940629421415,,4.933333333333334
720575940629508599,,3.2333333333333334
720575940629561347,,23.066666666666666
720575940629623351,,0.8
720575940629664768,,10.066666666666666
720575940629667639,,0.1
720575940629778554,,101.1
720575940629804158,,1.4333333333333333
720575940629810748,,56.13333333333333
720575940629812346,,8.533333333333333
720575940629888530,,129.7
720575940629975516,,0.03333333333333333
720575940630034231,,15.266666666666667
720575940630044278,,3.066666666666667
720575940630094652,,10.4
720575940630233916,sugar_L_13,143.26666666666668
720575940630291767,,2.566666666666667
720575940630403031,,0.26666666666666666
720575940630488540,,14.033333333333333
720575940630579574,,54.666666666666664
720575940630664556,,26.4
720575940630667372,,37.86666666666667
720575940630674038,,20.466666666666665
720575940630683385,,54.03333333333333
720575940630695798,,0.4
720575940630771449,,26.433333333333334
720575940630781433,,6.233333333333333
720575940630797113,sugar_L_14,148.76666666666668
720575940630806267,,28.7
720575940630820919,,40.63333333333333
720575940630839371,,0.16666666666666666
720575940630865724,,62.233333333333334
720575940630868793,,108.5
720575940630903291,,0.16666666666666666
720575940630931999,,8.6
720575940630980559,,9.6
720575940630996055,,55.96666666666667
720575940631108303,,4.2
720575940631168057,,13.5
720575940631267409,,0.1
720575940631283267,,21.166666666666668
720575940631340815,,15.4
720575940631349335,,54.9
720575940631406411,,36.4
720575940631575327,,0.1
720575940631629160,,0.6333333333333333
720575940631662648,,12.233333333333333
720575940631703608,,40.36666666666667
720575940631714119,,8.5
720575940631918649,,72.83333333333333
720575940631959097,,55.0
720575940631967506,,0.06666666666666667
720575940631989352,,1.0333333333333334
720575940631994728,,12.5
720575940631997032,,45.9
720575940631999080,,34.53333333333333
720575940632047890,,76.5
720575940632118156,,74.56666666666666
720575940632134227,,8.466666666666667
720575940632159519,,15.5
720575940632252743,,58.8
720575940632304711,,24.8
720575940632307025,,0.7666666666666667
720575940632354641,,0.03333333333333333
720575940632365905,,34.1
720575940632425919,sugar_L_15,148.1
720575940632602532,,46.7
720575940632648612,,93.3
720575940632659404,,1.5333333333333334
720575940632722515,,0.7666666666666667
720575940632722771,,46.666666666666664
720575940632889389,sugar_L_16,146.73333333333332
720575940632962786,,3.0
720575940633116256,,5.533333333333333
720575940633143833,sugar_L_17,148.0
720575940633185567,,66.06666666666666
720575940633277209,,84.26666666666667
720575940633293025,,15.1
720575940633308371,,5.4
720575940633316563,,14.9
720575940633373651,,8.966666666666667
720575940633434208,,0.1
720575940633612698,,38.666666666666664
720575940633674135,,47.06666666666667
720575940634210155,,2.4
720575940634301852,,24.1
720575940634428058,,5.333333333333333
720575940634645600,,68.66666666666667
720575940634756203,,2.8333333333333335
720575940634825623,,8.366666666666667
720575940635055039,,38.46666666666667
720575940635166571,,0.4666666666666667
720575940635179871,,62.63333333333333
720575940635211115,,6.733333333333333
720575940635239672,,29.733333333333334
720575940635451546,,10.9
720575940635578303,,38.4
720575940635611316,,2.9
720575940635771316,,0.7666666666666667
720575940635839077,,1.5333333333333334
720575940636053678,,64.73333333333333
720575940636165624,,26.833333333333332
720575940636346487,,2.9
720575940636654703,,0.7666666666666667
720575940636809646,,21.333333333333332
720575940636828334,,1.6
720575940636895406,,23.066666666666666
720575940637144944,,8.866666666666667
720575940637360730,,4.766666666666667
720575940637568838,sugar_L_18,145.8
720575940637656286,,7.3
720575940637790527,,2.066666666666667
720575940637902938,,0.1
720575940638088262,,5.666666666666667
720575940638103349,,98.4
720575940638181092,,64.7
720575940638202345,sugar_L_19,145.43333333333334
720575940639170723,,1.4
720575940639198397,,18.9
720575940639198653,sugar_L_20,146.06666666666666
720575940639285949,,73.9
