flyid,name,waterGRN_150Hz
720575940605162924,,17.1
720575940605658033,,0.5333333333333333
720575940606002609,water_L_1,147.8
720575940606607234,,0.5333333333333333
720575940607193986,,0.43333333333333335
720575940607253170,,0.03333333333333333
720575940607272649,,0.5666666666666667
720575940607386290,,1.5333333333333334
720575940607451081,,1.7
720575940608349379,,0.03333333333333333
720575940608498780,,0.4
720575940609016843,,0.03333333333333333
720575940609407939,,0.36666666666666664
720575940609915204,,0.4
720575940609935172,,0.43333333333333335
720575940610001220,,2.8666666666666667
720575940610258552,,0.1
720575940610621026,,0.06666666666666667
720575940610677828,,0.6333333333333333
720575940611015122,,0.4
720575940611436408,,0.03333333333333333
720575940611549902,,24.833333333333332
720575940611858906,,51.9
720575940612036837,,6.666666666666667
720575940612364530,,0.13333333333333333
720575940612423922,,0.13333333333333333
720575940612558061,,0.23333333333333334
720575940612579053,water_L_2,150.4
720575940612603289,,0.43333333333333335
720575940612611301,,3.433333333333333
720575940612648106,,84.56666666666666
720575940612766515,,0.03333333333333333
720575940612888178,,0.3333333333333333
720575940612906518,,2.933333333333333
720575940612950568,water_L_3,150.06666666666666
720575940613347299,,0.7
720575940613786774,water_L_4,148.8
720575940613898449,,6.3
720575940613996959,water_L_5,145.63333333333333
720575940614128691,,35.86666666666667
720575940614352278,,0.3
720575940614386070,,0.26666666666666666
720575940614467751,,12.633333333333333
720575940614483879,,15.4
720575940614660519,,12.2
720575940614730914,,0.9666666666666667
720575940614763666,,0.03333333333333333
720575940614909506,,0.16666666666666666
720575940615041430,,7.133333333333334
720575940615296818,,0.13333333333333333
720575940615671106,,1.9666666666666666
720575940615715003,,0.8
720575940616103218,,117.13333333333334
720575940616167730,,22.7
720575940616177458,water_L_6,148.93333333333334
720575940616466260,,0.4666666666666667
720575940616673366,,21.7
720575940616857174,,0.3
720575940616864217,,0.1
720575940617471133,,0.3333333333333333
720575940617494877,,3.7666666666666666
720575940617552057,,0.3333333333333333
720575940617588258,,0.23333333333333334
720575940617593233,,34.333333333333336
720575940617629841,,0.8666666666666667
720575940617755220,,22.866666666666667
720575940617857694,water_L_7,145.46666666666667
720575940618165019,,1.3666666666666667
720575940618696989,,39.43333333333333
720575940618726171,,1.6666666666666667
720575940618936710,,22.733333333333334
720575940618995393,,0.03333333333333333
720575940619114048,,0.4
720575940619173534,,0.23333333333333334
720575940619588568,,46.1
720575940619696731,,31.9
720575940619853515,,0.9
720575940619877396,,1.4666666666666666
720575940619973712,,35.2
720575940620031366,,0.5333333333333333
720575940620061793,,57.3
720575940620096171,,0.13333333333333333
720575940620260773,,35.13333333333333
720575940620274085,,0.5333333333333333
720575940620282900,,0.03333333333333333
720575940620441024,,18.366666666666667
720575940620445062,,105.63333333333334
720575940620633070,,29.8
720575940620673985,,0.5
720575940620714150,,0.3
720575940620805046,,0.3
720575940620873793,,0.03333333333333333
720575940620874757,,17.5
720575940620900446,,0.13333333333333333
720575940621261296,,1.1
720575940621307713,,0.1
720575940621329328,,9.966666666666667
720575940621399899,,0.9333333333333333
720575940621468404,,0.03333333333333333
720575940621519130,,0.4
720575940621538142,,0.1
720575940621586854,,0.5666666666666667
720575940621771041,,32.53333333333333
720575940622027222,,0.5666666666666667
720575940622235425,,0.36666666666666664
720575940622335197,,23.066666666666666
720575940622486922,water_L_8,150.1
720575940622541005,,30.566666666666666
720575940622695448,,5.266666666666667
720575940622869799,,5.3
720575940622902535,water_L_9,149.2
720575940623072013,,0.03333333333333333
720575940623211725,,4.933333333333334
720575940623260415,,6.633333333333334
720575940623352063,,1.1
720575940623453959,,0.6
720575940623578375,,0.03333333333333333
720575940623617973,,32.1
720575940623637226,,0.16666666666666666
720575940623993015,,0.1
720575940624014483,,15.533333333333333
720575940624163303,,0.03333333333333333
720575940624247787,,19.7
720575940624484796,,1.1
720575940624532408,,0.13333333333333333
720575940624897516,,0.8666666666666667
720575940624966840,,0.8666666666666667
720575940625203504,water_L_10,149.13333333333333
720575940625580988,,0.3
720575940625612474,,0.06666666666666667
720575940625641402,,0.1
720575940625705930,,0.7666666666666667
720575940625737776,,0.2
720575940625861168,water_L_11,148.7
720575940625861660,,0.4666666666666667
720575940625867056,,0.13333333333333333
720575940626038714,,0.03333333333333333
720575940626191306,,30.5
720575940626278974,,0.4
720575940626476305,,7.2
720575940626478082,,0.4
720575940626993694,,0.2
720575940627083294,,0.4666666666666667
720575940627383685,,12.433333333333334
720575940627404858,,15.133333333333333
720575940627410451,,3.433333333333333
720575940627419155,,38.1
720575940627582724,,47.8
720575940627679765,,52.3
720575940627779983,,0.6666666666666666
720575940627812168,,0.6
720575940627819151,,0.7666666666666667
720575940627826760,,0.1
720575940627847752,,0.7666666666666667
720575940628114684,,11.866666666666667
720575940628478736,,82.1
720575940628648809,,0.8
720575940628784066,,27.3
720575940628826128,,0.3
720575940628972048,,7.3
720575940628997123,,0.13333333333333333
720575940628998659,,0.6333333333333333
720575940629561347,,0.06666666666666667
720575940629744599,,5.133333333333334
720575940629810748,,1.0
720575940629852866,water_L_12,152.56666666666666
720575940629888530,,95.36666666666666
720575940630166583,,52.13333333333333
720575940630291767,,0.3333333333333333
720575940630347628,,34.666666666666664
720575940630553415,water_L_13,151.2
720575940630579574,,2.6
720575940630689644,,30.566666666666666
720575940630781433,,0.06666666666666667
720575940630820919,,2.6666666666666665
720575940630865724,,1.1333333333333333
720575940630868793,,0.6333333333333333
720575940630931999,,0.03333333333333333
720575940630996055,,18.0
720575940631243279,,11.133333333333333
720575940631283267,,0.7333333333333333
720575940631309866,,35.833333333333336
720575940631349335,,5.966666666666667
720575940631662648,,0.3
720575940631703608,,5.5
720575940631898285,water_L_14,146.13333333333333
720575940631918649,,0.3333333333333333
720575940631959097,,6.733333333333333
720575940632030008,,0.7333333333333333
720575940632159519,,0.4
720575940632252743,,0.43333333333333335
720575940632365905,,3.6666666666666665
720575940632648612,,95.3
720575940632722771,,2.1666666666666665
720575940632877869,,68.56666666666666
720575940633116256,,0.03333333333333333
720575940633170969,,73.06666666666666
720575940633185567,,0.9333333333333333
720575940633277209,,17.866666666666667
720575940633356883,,15.533333333333333
720575940633518176,,9.766666666666667
720575940633612698,,2.6666666666666665
720575940633674135,,10.266666666666667
720575940634093337,,15.7
720575940634428058,,0.03333333333333333
720575940634756203,,0.1
720575940634796536,water_L_15,147.43333333333334
720575940635055039,,0.1
720575940635172191,water_L_16,148.83333333333334
720575940635578303,,0.13333333333333333
720575940635839077,,5.266666666666667
720575940636053678,,23.466666666666665
720575940636346487,,12.433333333333334
720575940636809646,,0.1
720575940636828334,,5.433333333333334
720575940637144944,,0.03333333333333333
720575940637763135,,40.43333333333333
720575940638088262,,0.03333333333333333
720575940638103349,,23.366666666666667
720575940639198397,,0.1
720575940639198653,,6.266666666666667
720575940639274147,,116.43333333333334
720575940639285949,,2.8666666666666667
720575940639425112,,0.6
720575940640032600,,12.666666666666666
720575940641366517,,86.46666666666667
720575940641480949,,1.3666666666666667
720575940644438551,,0.03333333333333333
720575940644653348,,0.9
720575940644758308,,0.5666666666666667
720575940644965399,water_L_17,147.4
720575940644968215,,0.6
720575940645047831,,1.0666666666666667
720575940645352814,,0.03333333333333333
720575940645521262,,1.5333333333333334
720575940645528430,,0.16666666666666666
720575940647029044,,0.26666666666666666
720575940647228468,,0.13333333333333333
720575940647518340,,0.2
720575940649829241,,0.5666666666666667
720575940652580086,,30.7
720575940655013025,,0.4666666666666667
720575940655014049,,86.4
720575940660219265,,5.866666666666666
720575940660229505,,0.3
720575940660292225,water_L_18,146.86666666666667
