flyid,name,sugarGRN_100Hz
720575940605513649,,2.8666666666666667
720575940605658033,,19.033333333333335
720575940605682790,,11.966666666666667
720575940606391218,,0.03333333333333333
720575940606607234,,14.566666666666666
720575940606852018,,0.26666666666666666
720575940606866377,,51.5
720575940607193986,,28.333333333333332
720575940607250610,,0.2
720575940607272649,,41.06666666666667
720575940607386290,,14.1
720575940607451081,,26.8
720575940607689394,,3.3666666666666667
720575940608188427,,0.03333333333333333
720575940608349379,,2.7666666666666666
720575940608498780,,17.1
720575940608735241,,12.733333333333333
720575940609016843,,2.7666666666666666
720575940609133269,,10.533333333333333
720575940609405635,,15.1
720575940609407939,,30.966666666666665
720575940609915204,,23.1
720575940609935172,,13.0
720575940609939780,,12.466666666666667
720575940609993284,,20.633333333333333
720575940610000964,,12.7
720575940610001220,,5.566666666666666
720575940610054980,,51.53333333333333
720575940610058052,,0.06666666666666667
720575940610173048,,0.3333333333333333
720575940610232274,,6.866666666666666
720575940610258552,,20.766666666666666
720575940610611246,,6.566666666666666
720575940610621026,,4.266666666666667
720575940610677828,,31.366666666666667
720575940610788069,sugar_L_1,96.73333333333333
720575940610803554,,17.5
720575940610916465,,18.166666666666668
720575940611015122,,8.266666666666667
720575940611151406,,0.5333333333333333
720575940611160930,,21.733333333333334
720575940611164770,,7.266666666666667
720575940611366058,,0.43333333333333335
720575940611436408,,16.6
720575940611548878,,28.7
720575940611549902,,5.5
720575940611875570,sugar_L_2,101.96666666666667
720575940611988197,,1.7
720575940612036837,,36.9
720575940612064113,,44.3
720575940612208858,,8.733333333333333
720575940612289010,,2.6666666666666665
720575940612357618,,10.8
720575940612423922,,48.6
720575940612479205,,5.466666666666667
720575940612537061,,1.2666666666666666
720575940612558061,,20.866666666666667
720575940612603289,,1.8
720575940612611301,,53.1
720575940612648106,,2.4
720575940612670570,sugar_L_3,99.76666666666667
720575940612692633,,45.53333333333333
720575940612766515,,2.7666666666666666
720575940612888178,,23.966666666666665
720575940612906518,,59.96666666666667
720575940612952557,,6.3
720575940613004402,,14.433333333333334
720575940613347299,,22.0
720575940613601698,sugar_L_4,99.83333333333333
720575940613670893,,11.233333333333333
720575940613687789,,23.733333333333334
720575940613743569,,2.1666666666666665
720575940613929391,,16.7
720575940613943215,,10.3
720575940614128691,,23.233333333333334
720575940614352278,,0.03333333333333333
720575940614386070,,0.23333333333333334
720575940614660519,,5.766666666666667
720575940614730914,,18.866666666666667
720575940614763666,,59.0
720575940614909506,,3.1666666666666665
720575940615041430,,92.26666666666667
720575940615052812,,7.633333333333334
720575940615153494,,3.6666666666666665
720575940615296818,,16.666666666666668
720575940615564959,,2.1666666666666665
720575940615582111,,0.4666666666666667
720575940615623867,,2.8
720575940615671106,,60.56666666666667
720575940615715003,,5.0
720575940615811670,,2.933333333333333
720575940616018956,,54.86666666666667
720575940616103218,,61.1
720575940616466260,,36.56666666666667
720575940616644411,,14.8
720575940616857174,,31.2
720575940616860758,,0.8
720575940616864086,,24.4
720575940616864217,,32.96666666666667
720575940616885538,sugar_L_5,97.73333333333333
