flyid,name,bitterGRN_75Hz
720575940602353632,bitter_L_1,75.7
720575940604027168,bitter_L_2,74.6
720575940605158572,,0.7666666666666667
720575940610259370,bitter_L_3,74.6
720575940610481370,bitter_L_4,71.5
720575940610483162,bitter_L_5,73.76666666666667
720575940610690372,,15.3
720575940611149922,,0.4666666666666667
720575940613061118,bitter_L_6,72.63333333333334
720575940614139089,,3.933333333333333
720575940614281266,bitter_L_7,76.7
720575940614635175,,92.9
720575940614736290,,0.26666666666666666
720575940617094208,bitter_L_8,72.4
720575940618600651,bitter_L_9,75.46666666666667
720575940619028208,bitter_L_10,76.26666666666667
720575940619197093,bitter_L_11,74.76666666666667
720575940620062288,,33.5
720575940620553094,,91.56666666666666
720575940621008895,bitter_L_12,72.46666666666667
720575940621089741,,2.066666666666667
720575940621778381,bitter_L_13,72.76666666666667
720575940622298631,bitter_L_14,75.13333333333334
720575940622537477,,2.4
720575940623154712,,1.5
720575940623208141,,1.7666666666666666
720575940623381286,,30.066666666666666
720575940624253991,,3.7333333333333334
720575940624273149,,2.7333333333333334
720575940624600840,,70.5
720575940625728551,,20.933333333333334
720575940626287336,bitter_L_15,71.46666666666667
720575940627578156,bitter_L_16,75.0
720575940627709956,,4.266666666666667
720575940628386295,,0.36666666666666664
720575940628683063,,31.466666666666665
720575940629146711,bitter_L_17,77.03333333333333
720575940630195909,bitter_L_18,74.56666666666666
720575940630999493,,0.13333333333333333
720575940632556831,,1.1333333333333333
720575940634788247,,5.8
720575940635925615,,0.5333333333333333
720575940637742150,,12.8
720575940637788137,,0.06666666666666667
720575940638557312,,36.733333333333334
720575940641536987,,0.03333333333333333
720575940645743412,bitter_L_19,75.13333333333334
720575940646212996,bitter_L_20,73.23333333333333
720575940647473796,,0.03333333333333333
