flyid,name,IR94eGRN_150Hz
720575940604470240,,0.03333333333333333
720575940604516524,,0.16666666666666666
720575940604690278,,0.03333333333333333
720575940604735660,,0.03333333333333333
720575940604737708,,0.06666666666666667
720575940605007206,,0.3333333333333333
720575940605028017,,0.23333333333333334
720575940605032550,,0.16666666666666666
720575940605420902,,0.16666666666666666
720575940605495072,,0.13333333333333333
720575940605513649,,0.1
720575940605583136,,0.13333333333333333
720575940605777353,,0.2
720575940606112457,,0.1
720575940606222014,,0.03333333333333333
720575940606391218,,0.13333333333333333
720575940606453769,,0.2
720575940606607234,,0.13333333333333333
720575940606726834,,0.23333333333333334
720575940607447491,,0.1
720575940607667723,,0.3333333333333333
720575940607982428,,0.06666666666666667
720575940608349379,,0.13333333333333333
720575940608744405,,0.1
720575940609016843,,0.13333333333333333
720575940609027523,,0.13333333333333333
720575940609077828,,0.03333333333333333
720575940609488942,,0.03333333333333333
720575940609674052,,0.2
720575940609935172,,0.13333333333333333
720575940610167665,,0.1
720575940610205282,,0.36666666666666664
720575940610209378,,0.36666666666666664
720575940610506542,,0.26666666666666666
720575940610536494,,0.03333333333333333
720575940610550830,,1.8333333333333333
720575940610562969,,0.1
720575940610647416,,0.16666666666666666
720575940610668152,,0.1
720575940610683315,IR94e_L_1,151.3
720575940610711250,,0.03333333333333333
720575940610941906,,0.1
720575940610951634,,0.16666666666666666
720575940611207922,,0.4666666666666667
720575940611439473,,0.5
720575940611502309,,0.03333333333333333
720575940611523733,,0.36666666666666664
720575940611561139,,0.3
720575940611578225,,0.03333333333333333
720575940611606490,,0.06666666666666667
720575940611738035,,0.03333333333333333
720575940611745429,,0.06666666666666667
720575940611749730,,0.16666666666666666
720575940611755157,,2.7
720575940611981029,,0.1
720575940611985265,,0.23333333333333334
720575940612036837,,0.13333333333333333
720575940612154339,,0.6333333333333333
720575940612185586,,0.16666666666666666
720575940612326373,,0.9
720575940612364530,,0.3
720575940612395178,,0.03333333333333333
720575940612435685,,0.16666666666666666
720575940612549799,,0.1
720575940612551594,,0.2
720575940612603289,,0.03333333333333333
720575940612734066,,0.4
720575940612766515,,0.13333333333333333
720575940612920386,IR94e_L_2,148.5
720575940612922226,,0.2
720575940613157329,,0.16666666666666666
720575940613163473,,0.16666666666666666
720575940613303471,,0.3333333333333333
720575940613441320,,0.43333333333333335
720575940613463471,,0.3
720575940613594783,,0.06666666666666667
720575940613792296,,0.6666666666666666
720575940613798142,,0.03333333333333333
720575940613973555,,0.03333333333333333
720575940613981905,,0.26666666666666666
720575940614067921,,0.06666666666666667
720575940614087219,,0.16666666666666666
720575940614128691,,17.333333333333332
720575940614159010,,0.13333333333333333
720575940614187006,,0.1
720575940614206866,,0.16666666666666666
720575940614211295,IR94e_L_3,143.6
720575940614352278,,0.1
720575940614376615,,0.4
720575940614383978,,0.2
720575940614441834,,0.16666666666666666
720575940614461014,,0.03333333333333333
720575940614570415,,0.03333333333333333
720575940614635175,,112.9
720575940614684822,,0.3
720575940614702754,,0.36666666666666664
720575940614730914,,0.06666666666666667
720575940614789791,,0.2
720575940614908383,,0.1
720575940615036319,,0.03333333333333333
720575940615042246,,0.2
720575940615043222,,0.03333333333333333
720575940615166111,,0.6333333333333333
720575940615413435,,0.16666666666666666
720575940615438402,,0.03333333333333333
720575940615715003,,0.13333333333333333
720575940615763573,,0.16666666666666666
720575940615770369,,0.13333333333333333
720575940615953202,,0.7
720575940616055858,,0.3333333333333333
720575940616143989,,0.2
720575940616235348,,0.03333333333333333
720575940616370065,,0.3
720575940616471052,,0.3
720575940616486230,,0.13333333333333333
720575940616651193,,0.9333333333333333
720575940616702465,,0.3
720575940616762585,,0.23333333333333334
720575940617078489,,0.03333333333333333
720575940617100985,,0.1
720575940617190361,,0.1
720575940617226141,,0.03333333333333333
720575940617244372,,0.13333333333333333
720575940617306717,,0.36666666666666664
720575940617471133,,0.1
720575940617493460,,0.16666666666666666
720575940617515147,,0.13333333333333333
720575940617573922,,0.06666666666666667
720575940617577702,,0.06666666666666667
720575940617649954,,0.5
720575940617691170,,0.16666666666666666
720575940617728852,,0.13333333333333333
720575940617749538,,0.16666666666666666
720575940617786525,,0.03333333333333333
720575940617818708,,0.1
720575940617825949,,0.3333333333333333
720575940617841437,,0.26666666666666666
720575940617853986,,0.03333333333333333
720575940617868249,,0.13333333333333333
720575940618130625,,0.2
720575940618153105,,0.13333333333333333
720575940618165393,,0.03333333333333333
720575940618263365,,0.4666666666666667
720575940618405848,,0.26666666666666666
720575940618510656,,0.03333333333333333
720575940618588736,,0.8333333333333334
720575940618807454,,0.1
720575940618930737,,0.03333333333333333
720575940618954038,,0.06666666666666667
720575940618995393,,0.13333333333333333
720575940619077255,,0.4666666666666667
720575940619245016,,0.8
720575940619252952,,0.6
720575940619401296,,0.16666666666666666
720575940619403942,,0.13333333333333333
720575940619453861,,0.03333333333333333
720575940619486117,,0.06666666666666667
720575940619549598,,0.03333333333333333
720575940619571009,,0.03333333333333333
720575940619681006,,0.03333333333333333
720575940619709899,,0.4
720575940619736523,,0.16666666666666666
720575940619754699,,0.4
720575940619759750,,0.16666666666666666
720575940619766219,,0.3333333333333333
720575940619773505,,0.26666666666666666
720575940619773867,,0.03333333333333333
720575940619863125,,0.2
720575940619866027,,0.03333333333333333
720575940619876011,,0.03333333333333333
720575940619876884,,0.3333333333333333
720575940619917990,,0.2
720575940619938763,,0.06666666666666667
720575940619954598,,0.2
720575940619998630,,0.16666666666666666
720575940620001360,,0.36666666666666664
720575940620001958,,0.36666666666666664
720575940620011435,,0.7
720575940620018964,,0.06666666666666667
720575940620124143,,0.16666666666666666
720575940620232875,,0.16666666666666666
720575940620252075,,0.16666666666666666
720575940620266689,,0.06666666666666667
720575940620282900,,0.13333333333333333
720575940620300308,,0.3
720575940620301677,,0.06666666666666667
720575940620321670,,0.7666666666666667
720575940620346795,,0.03333333333333333
720575940620380449,,0.03333333333333333
720575940620402345,,0.2
720575940620464321,,0.03333333333333333
720575940620474278,,0.1
720575940620553094,,120.93333333333334
720575940620686964,,0.03333333333333333
720575940620689517,,0.2
720575940620714150,,0.13333333333333333
720575940620718318,,0.36666666666666664
720575940620746478,,0.06666666666666667
720575940620759841,,0.16666666666666666
720575940620769133,,0.13333333333333333
720575940620777382,,0.23333333333333334
720575940620842111,,0.1
720575940620873793,,0.13333333333333333
720575940620904614,,0.23333333333333334
720575940620904869,,0.13333333333333333
720575940621012289,,0.13333333333333333
720575940621018977,,0.36666666666666664
720575940621030320,,0.06666666666666667
720575940621038294,,0.3
720575940621040737,,0.16666666666666666
720575940621057702,,0.06666666666666667
720575940621068464,,0.1
720575940621201833,,0.2
720575940621213556,,0.13333333333333333
720575940621218694,,78.56666666666666
720575940621277445,,0.16666666666666666
720575940621325034,,0.03333333333333333
720575940621347254,,0.2
720575940621375231,IR94e_L_4,146.13333333333333
720575940621457690,,0.4
720575940621467212,,0.03333333333333333
720575940621468404,,0.13333333333333333
720575940621503220,,0.06666666666666667
720575940621504794,,0.06666666666666667
720575940621507549,,0.1
720575940621519130,,0.06666666666666667
720575940621589887,,0.8
720575940621646668,,0.23333333333333334
720575940621768180,,0.16666666666666666
720575940621814049,,0.13333333333333333
