flyid,name,IR94eGRN_175Hz
720575940602564320,,1.2666666666666666
720575940602605536,,1.3
720575940602977248,,6.933333333333334
720575940603050668,,1.6
720575940603111392,,0.7333333333333333
720575940603208928,,0.1
720575940603231916,,4.6
720575940603317216,,1.4333333333333333
720575940603455846,,2.3666666666666667
720575940603464672,,8.766666666666667
720575940603556198,,0.06666666666666667
720575940603609004,,0.5333333333333333
720575940603642982,,1.3333333333333333
720575940603673120,,0.5666666666666667
720575940603674656,,1.8666666666666667
720575940603721248,,1.3666666666666667
720575940603751782,,2.4
720575940603820716,,5.0
720575940603882720,,1.6666666666666667
720575940603883232,,2.3
720575940603885856,,0.7666666666666667
720575940603899936,,0.03333333333333333
720575940603984486,,1.2
720575940603985952,,6.533333333333333
720575940604008672,,1.6
720575940604050110,,1.4666666666666666
720575940604093984,,2.033333333333333
720575940604103200,,1.4
720575940604126129,,0.3
720575940604131296,,1.7
720575940604132710,,3.1666666666666665
720575940604341216,,1.3
720575940604352172,,7.733333333333333
720575940604398816,,4.733333333333333
720575940604402092,,2.466666666666667
720575940604403628,,1.2333333333333334
720575940604407468,,4.566666666666666
720575940604414636,,2.2333333333333334
720575940604431584,,4.6
720575940604440544,,0.8
720575940604456876,,1.5
720575940604466912,,2.7333333333333334
720575940604470240,,0.7666666666666667
720575940604478176,,2.2
720575940604479590,,2.7666666666666666
720575940604493024,,3.1666666666666665
720575940604500448,,0.16666666666666666
720575940604516524,,0.9333333333333333
720575940604552894,,0.6
720575940604557792,,2.7
720575940604562656,,1.6333333333333333
720575940604568521,,1.1
720575940604569824,,1.0
720575940604620512,,0.9
720575940604626912,,1.3
720575940604630496,,2.6666666666666665
720575940604663520,,3.8
720575940604682976,,0.26666666666666666
720575940604690278,,0.16666666666666666
720575940604714208,,0.06666666666666667
720575940604714464,,6.166666666666667
720575940604735660,,0.4666666666666667
720575940604737708,,0.23333333333333334
720575940604766153,,2.7666666666666666
720575940604783136,,2.066666666666667
720575940604806345,,1.5
720575940604810016,,0.9666666666666667
720575940604833196,,1.8666666666666667
720575940604860332,,0.7666666666666667
720575940604874208,,3.6333333333333333
720575940604880562,,2.5
720575940604880841,,0.7
720575940604884396,,1.5
720575940604908972,,2.5
720575940604911793,,1.5666666666666667
720575940604924606,,2.033333333333333
720575940604931249,,3.3666666666666667
720575940604935340,,0.8
720575940604941234,,1.8666666666666667
720575940604961126,,2.7333333333333334
720575940604961894,,1.5
720575940604962918,,2.033333333333333
720575940604963686,,2.066666666666667
720575940604963942,,1.7666666666666666
720575940604974978,,1.8666666666666667
720575940604978534,,1.0
720575940604985265,,1.1333333333333333
720575940604991264,,2.566666666666667
720575940604994336,,0.9
720575940604997152,,2.3333333333333335
720575940604999526,,0.6333333333333333
720575940605007206,,7.1
720575940605012652,,3.7333333333333334
720575940605018726,,1.9
720575940605028017,,4.966666666666667
720575940605029036,,4.666666666666667
720575940605030316,,1.2
720575940605031084,,0.8666666666666667
720575940605032550,,4.166666666666667
720575940605037996,,0.2
720575940605060798,,2.7666666666666666
720575940605078560,,4.633333333333334
720575940605083838,,2.033333333333333
720575940605102694,,5.333333333333333
720575940605113376,,1.1666666666666667
720575940605180337,,2.4
720575940605180849,,0.9333333333333333
720575940605184102,,2.033333333333333
720575940605196465,,1.1666666666666667
720575940605197745,,1.6666666666666667
720575940605236866,,2.033333333333333
720575940605238752,,0.03333333333333333
720575940605252041,,1.6333333333333333
720575940605264305,,5.0
720575940605280201,,0.9666666666666667
720575940605290441,,1.5333333333333334
720575940605305777,,0.6
720575940605309361,,3.3
720575940605309542,,0.7666666666666667
720575940605312945,,1.9333333333333333
720575940605338290,,1.1
720575940605352881,,1.1666666666666667
720575940605362610,,2.0
720575940605376800,,1.0666666666666667
720575940605383526,,3.1333333333333333
720575940605391136,,1.7666666666666666
720575940605391794,,1.2
720575940605396926,,1.8333333333333333
720575940605400096,,5.2
720575940605407846,,1.8
720575940605410592,,3.033333333333333
720575940605411104,,1.9666666666666666
720575940605412738,,2.966666666666667
720575940605419622,,3.8333333333333335
720575940605420902,,5.266666666666667
720575940605421442,,2.533333333333333
720575940605427134,,3.566666666666667
720575940605431840,,2.7
720575940605451552,,1.5666666666666667
720575940605452064,,0.8333333333333334
720575940605480806,,1.1333333333333333
720575940605488416,,1.8666666666666667
720575940605495072,,1.3333333333333333
720575940605507249,,1.4666666666666666
720575940605513649,,0.6333333333333333
720575940605520062,,0.6666666666666666
720575940605528422,,1.9
720575940605541920,,1.7
720575940605544370,,1.7666666666666666
720575940605551038,,1.7
720575940605551718,,1.2
720575940605552742,,0.6666666666666666
720575940605583136,,3.4
720575940605606274,,1.9666666666666666
720575940605619744,,2.2333333333333334
720575940605620670,,1.0666666666666667
720575940605620926,,2.7333333333333334
720575940605621024,,1.4666666666666666
720575940605625376,,2.4
720575940605625958,,2.5
720575940605627057,,1.5333333333333334
720575940605641830,,0.4666666666666667
720575940605651633,,0.9333333333333333
720575940605658033,,1.3333333333333333
720575940605664446,,0.43333333333333335
720575940605664702,,3.2
720575940605676204,,6.866666666666666
720575940605678368,,2.7666666666666666
720575940605686886,,0.6
720575940605688608,,4.466666666666667
720575940605699761,,2.033333333333333
720575940605702065,,1.0
720575940605702944,,0.4666666666666667
720575940605705650,,2.8333333333333335
720575940605718449,,2.2
720575940605726385,,2.0
720575940605742002,,0.13333333333333333
720575940605758142,,10.5
720575940605768638,,0.3333333333333333
720575940605777353,,4.3
720575940605827249,,2.3666666666666667
720575940605841074,,2.7333333333333334
720575940605883569,,8.766666666666667
720575940605929394,,1.0666666666666667
720575940605934001,,1.4666666666666666
720575940605947569,,4.5
720575940605957809,,1.5333333333333334
720575940605984446,,3.966666666666667
720575940605992369,,1.7666666666666666
720575940605993649,,0.43333333333333335
720575940605997257,,0.9333333333333333
720575940606009801,,0.9333333333333333
720575940606010057,,0.5666666666666667
720575940606015154,,0.5
720575940606039241,,0.8333333333333334
720575940606056905,,10.833333333333334
720575940606112457,,1.0333333333333334
720575940606149321,,2.1
720575940606179686,,1.1666666666666667
720575940606185858,,2.0
720575940606195657,,0.6333333333333333
720575940606222014,,0.06666666666666667
720575940606246334,,6.1
720575940606267659,,4.033333333333333
720575940606319794,,0.1
720575940606331996,,1.9
720575940606332006,,1.4
720575940606335106,,1.8
720575940606341250,,1.9333333333333333
720575940606342089,,0.3333333333333333
720575940606347394,,1.6
720575940606354633,,0.5
720575940606373321,,0.26666666666666666
720575940606391218,,0.7333333333333333
720575940606399068,,3.033333333333333
720575940606452681,,1.9333333333333333
720575940606453769,,3.566666666666667
720575940606454108,,2.0
720575940606477660,,1.1333333333333333
720575940606483467,,2.5
720575940606483723,,1.9666666666666666
720575940606498313,,2.1666666666666665
720575940606514889,,0.5666666666666667
720575940606549961,,1.9333333333333333
720575940606563249,,0.9333333333333333
720575940606573490,,0.43333333333333335
720575940606590338,,6.466666666666667
720575940606602674,,1.1
720575940606607234,,0.8666666666666667
720575940606611977,,1.0666666666666667
720575940606621362,,1.9333333333333333
720575940606649865,,3.8333333333333335
720575940606662322,,2.1666666666666665
720575940606663625,,1.7333333333333334
720575940606667977,,1.7333333333333334
720575940606675804,,2.1666666666666665
720575940606680450,,1.2
720575940606687499,,3.0
720575940606700043,,0.9333333333333333
720575940606715337,,2.3666666666666667
720575940606722249,,10.866666666666667
720575940606725833,,2.1333333333333333
720575940606726834,,4.066666666666666
720575940606729858,,1.3666666666666667
720575940606730076,,0.9666666666666667
720575940606745289,,1.1
720575940606747593,,1.6
720575940606751922,,8.866666666666667
720575940606761161,,3.066666666666667
720575940606769609,,4.3
720575940606773705,,2.4
720575940606776009,,5.2
720575940606776962,,0.9
720575940606796722,,0.6333333333333333
720575940606806473,,1.4333333333333333
720575940606833794,,2.6666666666666665
720575940606835401,,0.03333333333333333
720575940606853250,,1.6333333333333333
720575940606864341,,1.5666666666666667
720575940606865330,,0.13333333333333333
720575940606891221,,2.6
720575940606892162,,1.4
720575940606893186,,0.5666666666666667
720575940606909195,,1.8333333333333333
720575940606940425,,2.433333333333333
720575940606941397,,1.8666666666666667
720575940606947714,,1.1666666666666667
720575940606953858,,2.7333333333333334
720575940606954114,,2.7
720575940606954507,,2.033333333333333
720575940606963586,,2.433333333333333
720575940606967682,,2.066666666666667
720575940606967730,,2.8
720575940606968450,,0.7
720575940606968962,,1.7666666666666666
720575940606987906,,0.3
720575940606999682,,2.2
720575940607010825,,1.1333333333333333
720575940607011458,,0.2
720575940607012482,,1.6666666666666667
720575940607017993,,0.3
720575940607040881,,2.2
720575940607041154,,1.5333333333333334
720575940607043202,,0.43333333333333335
720575940607146162,,1.2666666666666666
720575940607155890,,0.03333333333333333
720575940607177906,,1.9666666666666666
720575940607180722,,3.1333333333333333
720575940607183026,,0.13333333333333333
720575940607185074,,1.8
720575940607206066,,0.06666666666666667
720575940607208882,,2.4
720575940607227826,,1.9333333333333333
720575940607233458,,0.7666666666666667
720575940607249365,,0.5
720575940607280306,,1.7333333333333334
720575940607280818,,1.4
720575940607291659,,1.7333333333333334
720575940607310531,,1.3666666666666667
720575940607337155,,2.4
720575940607337923,,2.3666666666666667
720575940607343829,,0.03333333333333333
720575940607351747,,1.4
720575940607352003,,1.5666666666666667
720575940607384242,,0.1
720575940607386802,,1.1333333333333333
720575940607439964,,4.733333333333333
720575940607447491,,0.7
720575940607451081,,1.1333333333333333
720575940607471829,,0.9
720575940607476937,,6.533333333333333
720575940607484099,,3.566666666666667
720575940607539907,,0.2
720575940607626453,,0.9666666666666667
720575940607667723,,6.333333333333333
720575940607674563,,0.8666666666666667
720575940607687260,,2.8666666666666667
720575940607715420,,1.9333333333333333
720575940607721923,,1.2666666666666666
720575940607722179,,1.2
720575940607763467,,0.9666666666666667
720575940607774044,,0.6
720575940607792139,,1.7
720575940607793675,,1.5666666666666667
720575940607804939,,1.2666666666666666
720575940607809547,,2.466666666666667
720575940607814492,,3.6333333333333333
720575940607828233,,0.8
720575940607867915,,1.2333333333333334
720575940607869788,,0.6666666666666666
720575940607900867,,3.1
720575940607908363,,2.933333333333333
720575940607923209,,2.433333333333333
720575940607930716,,0.8666666666666667
720575940607932885,,0.5666666666666667
720575940607935154,,1.6
720575940607948483,,1.1666666666666667
720575940607971908,,2.2333333333333334
720575940607978820,,1.4
720575940607981636,,1.8666666666666667
720575940607982345,,0.03333333333333333
720575940607982428,,1.2333333333333334
720575940607984651,,2.033333333333333
720575940607993668,,1.4333333333333333
720575940608027915,,0.4666666666666667
720575940608059484,,4.133333333333334
720575940608071435,,2.3666666666666667
720575940608098261,,0.43333333333333335
720575940608116316,,0.1
720575940608130606,,2.7
720575940608144732,,1.5666666666666667
720575940608145877,,2.7666666666666666
720575940608152021,,0.8
720575940608158300,,2.2333333333333334
720575940608158677,,0.8
720575940608176452,,2.433333333333333
720575940608177929,,2.2333333333333334
720575940608177988,,0.7666666666666667
720575940608188427,,3.8666666666666667
720575940608192860,,2.8333333333333335
720575940608199748,,6.466666666666667
