flyid,name,bitterGRN_50Hz
720575940602353632,bitter_L_1,50.63333333333333
720575940604027168,bitter_L_2,48.766666666666666
720575940610259370,bitter_L_3,50.06666666666667
720575940610481370,bitter_L_4,50.13333333333333
720575940610483162,bitter_L_5,49.13333333333333
720575940610690372,,1.1666666666666667
720575940613061118,bitter_L_6,49.6
720575940614281266,bitter_L_7,49.166666666666664
720575940614635175,,71.06666666666666
720575940616921152,,0.03333333333333333
720575940617094208,bitter_L_8,51.1
720575940618600651,bitter_L_9,50.03333333333333
720575940619028208,bitter_L_10,52.03333333333333
720575940619197093,bitter_L_11,50.2
720575940620062288,,16.266666666666666
720575940620353300,,0.03333333333333333
720575940620553094,,69.5
720575940621008895,bitter_L_12,49.8
720575940621778381,bitter_L_13,49.266666666666666
720575940622298631,bitter_L_14,51.7
720575940623381286,,13.4
720575940624253991,,0.3333333333333333
720575940624273149,,0.13333333333333333
720575940624600840,,50.56666666666667
720575940625728551,,6.166666666666667
720575940626287336,bitter_L_15,49.96666666666667
720575940627578156,bitter_L_16,48.1
720575940627709956,,0.03333333333333333
720575940628683063,,11.366666666666667
720575940629146711,bitter_L_17,47.56666666666667
720575940630195909,bitter_L_18,49.36666666666667
720575940634788247,,0.4666666666666667
720575940637742150,,1.8
720575940638557312,,19.633333333333333
720575940645743412,bitter_L_19,50.5
720575940646212996,bitter_L_20,49.666666666666664
