flyid,name,waterGRN_200Hz
720575940605162924,,29.966666666666665
720575940605513649,,0.9333333333333333
720575940605658033,,5.266666666666667
720575940606002609,water_L_1,193.8
720575940606391218,,0.03333333333333333
720575940606607234,,4.066666666666666
720575940606852018,,0.03333333333333333
720575940607193986,,4.633333333333334
720575940607253170,,0.3
720575940607272649,,6.4
720575940607386290,,8.866666666666667
720575940607451081,,8.133333333333333
720575940608188427,,0.1
720575940608349379,,1.0
720575940608498780,,4.2
720575940608735241,,0.03333333333333333
720575940609016843,,0.9666666666666667
720575940609405635,,0.23333333333333334
720575940609407939,,4.2
720575940609915204,,4.7
720575940609935172,,2.7
720575940610001220,,12.5
720575940610054980,,0.13333333333333333
720575940610258552,,1.7
720575940610621026,,0.9333333333333333
720575940610677828,,6.866666666666666
720575940610803554,,0.3333333333333333
720575940611015122,,2.6
720575940611160930,,0.03333333333333333
720575940611436408,,2.3
720575940611548878,,0.03333333333333333
720575940611549902,,36.06666666666667
720575940611858906,,57.2
720575940612036837,,20.0
720575940612364530,,1.9666666666666666
720575940612423922,,0.8
720575940612537061,,0.13333333333333333
720575940612558061,,3.033333333333333
720575940612579053,water_L_2,198.93333333333334
720575940612603289,,1.6333333333333333
720575940612611301,,9.4
720575940612648106,,99.46666666666667
720575940612766515,,0.9666666666666667
720575940612888178,,5.4
720575940612906518,,11.7
720575940612950568,water_L_3,197.3
720575940613347299,,5.066666666666666
720575940613786774,water_L_4,198.4
720575940613898449,,9.566666666666666
720575940613929391,,0.43333333333333335
720575940613996959,water_L_5,194.66666666666666
720575940614087219,,0.16666666666666666
720575940614128691,,46.63333333333333
720575940614187006,,0.3333333333333333
720575940614352278,,1.2666666666666666
720575940614386070,,1.5
720575940614467751,,18.533333333333335
720575940614483879,,18.833333333333332
720575940614660519,,22.533333333333335
720575940614730914,,7.0
720575940614909506,,1.3333333333333333
720575940615041430,,24.666666666666668
720575940615044502,,0.13333333333333333
720575940615153494,,0.03333333333333333
720575940615296818,,0.8
720575940615564959,,0.4666666666666667
720575940615671106,,16.866666666666667
720575940615715003,,3.966666666666667
720575940616018956,,0.03333333333333333
720575940616103218,,132.96666666666667
720575940616167730,,28.366666666666667
720575940616177458,water_L_6,195.3
720575940616466260,,6.6
720575940616644411,,0.6
720575940616673366,,28.666666666666668
720575940616857174,,3.566666666666667
720575940616864086,,0.26666666666666666
720575940616864217,,3.533333333333333
720575940616987097,,0.8333333333333334
720575940617471133,,2.933333333333333
720575940617494877,,17.966666666666665
720575940617497437,,0.3333333333333333
720575940617552057,,4.5
720575940617588258,,4.2
720575940617593233,,48.53333333333333
720575940617629841,,8.233333333333333
720575940617672920,,0.03333333333333333
720575940617755220,,28.7
720575940617857694,water_L_7,192.5
720575940618153105,,0.03333333333333333
720575940618165019,,11.4
720575940618472261,,0.1
720575940618574749,,0.5666666666666667
720575940618696989,,51.7
720575940618726171,,9.633333333333333
720575940618859480,,0.2
720575940618936710,,28.466666666666665
720575940618995393,,0.9666666666666667
720575940619048827,,0.13333333333333333
720575940619114048,,4.2
720575940619173534,,3.4
720575940619473624,,0.03333333333333333
720575940619588568,,58.93333333333333
720575940619696731,,38.46666666666667
720575940619853515,,8.766666666666667
720575940619877396,,13.666666666666666
720575940619973712,,51.233333333333334
720575940620031366,,7.833333333333333
720575940620061793,,64.83333333333333
720575940620096171,,7.133333333333334
720575940620124143,,0.16666666666666666
720575940620170887,,0.06666666666666667
720575940620254087,,0.06666666666666667
720575940620260773,,39.833333333333336
720575940620274085,,5.766666666666667
720575940620282900,,1.0
720575940620297819,,0.13333333333333333
720575940620301588,,0.7333333333333333
720575940620335269,,0.13333333333333333
720575940620441024,,26.7
720575940620445062,,117.46666666666667
720575940620633070,,36.4
720575940620673985,,5.4
720575940620714150,,3.2666666666666666
720575940620780272,,0.06666666666666667
720575940620805046,,3.3666666666666667
720575940620873793,,1.0
720575940620874757,,27.8
720575940620900446,,0.6333333333333333
720575940621261296,,11.8
720575940621307713,,0.06666666666666667
720575940621329328,,22.233333333333334
720575940621345012,,0.16666666666666666
720575940621399899,,8.766666666666667
720575940621422518,,0.9333333333333333
720575940621468404,,0.9666666666666667
720575940621519130,,1.4666666666666666
720575940621538142,,1.9333333333333333
720575940621573030,,0.03333333333333333
720575940621586854,,6.7
720575940621771041,,43.1
720575940622027222,,3.7333333333333334
720575940622235425,,6.233333333333333
720575940622335197,,28.833333333333332
720575940622486922,water_L_8,199.3
720575940622541005,,38.96666666666667
720575940622612749,,0.6333333333333333
720575940622624214,,0.03333333333333333
720575940622695448,,12.433333333333334
720575940622810153,,0.06666666666666667
720575940622869799,,11.2
720575940622902535,water_L_9,193.63333333333333
720575940623072013,,1.0
720575940623128269,,0.03333333333333333
720575940623192781,,0.13333333333333333
720575940623209165,,0.06666666666666667
720575940623211725,,24.4
720575940623260415,,9.7
720575940623352063,,12.533333333333333
720575940623453959,,5.633333333333334
720575940623578375,,0.2
720575940623617973,,38.833333333333336
720575940623637226,,0.6333333333333333
720575940623993015,,0.1
720575940624014483,,19.066666666666666
720575940624023188,,0.9333333333333333
720575940624163303,,0.9333333333333333
720575940624247787,,21.2
720575940624484796,,11.2
720575940624532408,,7.133333333333334
720575940624897516,,7.733333333333333
720575940624906483,,1.4
720575940624966840,,8.4
720575940624983480,,0.16666666666666666
720575940625045180,,0.13333333333333333
720575940625047484,,1.2
720575940625203504,water_L_10,196.86666666666667
720575940625580988,,5.533333333333333
720575940625612474,,0.6666666666666666
720575940625641402,,2.7
720575940625705930,,6.7
720575940625737776,,2.2
720575940625861168,water_L_11,196.43333333333334
720575940625861660,,6.233333333333333
720575940625867056,,2.6666666666666665
720575940625874992,,0.16666666666666666
720575940625875504,,0.1
720575940626038714,,0.9
720575940626159306,,0.03333333333333333
720575940626191306,,42.96666666666667
720575940626278974,,4.433333333333334
720575940626476305,,16.4
720575940626478082,,3.1
720575940626495746,,0.06666666666666667
720575940626626597,,0.9333333333333333
720575940626919144,,1.5
720575940626993694,,2.7666666666666666
720575940627083294,,4.0
720575940627383685,,27.366666666666667
720575940627404858,,15.733333333333333
720575940627410451,,21.4
720575940627419155,,43.56666666666667
720575940627582724,,53.5
720575940627679765,,58.233333333333334
720575940627779983,,5.2
720575940627812168,,4.166666666666667
720575940627819151,,6.4
720575940627826760,,0.23333333333333334
720575940627828296,,0.8333333333333334
720575940627847752,,7.133333333333334
