,root_id,upstream_bitter_2Ns,bitter_syn_count,const,nt_type,side,input_synapses,output_synapses,excitatory_number_upstream_neurons,inhibitory_number_upstream_neurons,excitatory_number_input_synapse,inhibitory_number_input_synapse,excitatory - inhibitory_number_input_synapse,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,%_bitter_input,avg_upstream_synapses,neuron_type,#_projection_synapses
125,720575940620353300,3,103,1,GABA,left,4013.0,3928.0,2,1,76,27,49,non activated,bitter,activated,non activated,non activated,non activated,non activated,non activated,non activated,2.566658360328931,34.333333333333336,local,0
126,720575940620359956,2,61,1,GABA,left,2652.0,2198.0,0,2,0,61,-61,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.3001508295625945,30.5,local,0
127,720575940620374693,1,28,1,,left,1158.0,1266.0,0,1,0,28,-28,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.4179620034542317,28.0,local,0
128,720575940620627803,2,38,1,GABA,left,707.0,1261.0,2,0,38,0,38,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.374823196605375,19.0,local,0
129,720575940620668609,2,60,1,ACH,left,1340.0,348.0,2,0,60,0,60,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.477611940298507,30.0,local,0
130,720575940620692833,1,12,1,,right,40.0,30.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,30.0,12.0,local,0
131,720575940620735258,2,24,1,ACH,left,646.0,316.0,0,2,0,24,-24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.7151702786377707,12.0,local,0
132,720575940620780272,1,70,1,ACH,right,3419.0,1632.0,0,1,0,70,-70,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0473822755191575,70.0,local,0
133,720575940620818029,1,23,1,GABA,left,102.0,137.0,0,1,0,23,-23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,22.54901960784314,23.0,projection,83
134,720575940621014881,1,15,1,GLUT,left,396.0,579.0,1,0,15,0,15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.787878787878788,15.0,projection,571
135,720575940621150191,1,24,1,ACH,right,2165.0,1655.0,0,1,0,24,-24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1085450346420322,24.0,local,0
136,720575940621167681,1,36,1,GLUT,left,4286.0,559.0,1,0,36,0,36,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8399440037330844,36.0,projection,468
137,720575940621218694,1,10,1,GLUT,right,945.0,2108.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0582010582010581,10.0,local,0
138,720575940621261296,1,141,1,ACH,right,3342.0,2453.0,0,1,0,141,-141,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.21903052064632,141.0,local,0
139,720575940621304790,1,19,1,ACH,right,496.0,199.0,0,1,0,19,-19,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.8306451612903225,19.0,local,0
140,720575940621329328,1,13,1,ACH,left,942.0,621.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3800424628450108,13.0,local,0
141,720575940621475404,1,12,1,ACH,left,39.0,138.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,30.76923076923077,12.0,projection,85
142,720575940621586854,1,113,1,ACH,left,5490.0,11.0,0,1,0,113,-113,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.058287795992714,113.0,local,0
143,720575940621736669,4,46,1,GLUT,right,2658.0,1204.0,4,0,46,0,46,non activated,bitter,non activated,non activated,activated,activated,activated,activated,activated,1.7306245297215952,11.5,local,0
144,720575940621743905,1,11,1,DA,right,415.0,67.0,1,0,11,0,11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.6506024096385543,11.0,projection,54
145,720575940621771041,1,14,1,GABA,left,1331.0,2086.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.051840721262209,14.0,local,0
146,720575940621833281,2,32,1,GABA,left,3681.0,2874.0,0,2,0,32,-32,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8693289866883999,16.0,local,0
147,720575940621898665,2,49,1,,right,98.0,141.0,0,2,0,49,-49,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,50.0,24.5,local,0
148,720575940621916952,2,46,1,ACH,left,138.0,1252.0,0,2,0,46,-46,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,33.33333333333333,23.0,local,0
149,720575940621953285,1,11,1,GLUT,left,673.0,634.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.634472511144131,11.0,projection,8
150,720575940622026245,1,155,1,ACH,right,2871.0,3496.0,0,1,0,155,-155,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.39881574364333,155.0,local,0
151,720575940622057315,1,10,1,GABA,right,405.0,112.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.4691358024691357,10.0,projection,81
152,720575940622313971,1,11,1,ACH,left,65.0,61.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,16.923076923076923,11.0,local,0
153,720575940622335197,1,10,1,ACH,right,806.0,699.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.240694789081886,10.0,local,0
154,720575940622346180,2,186,1,ACH,right,214.0,587.0,0,2,0,186,-186,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,86.91588785046729,93.0,local,0
155,720575940622348156,1,16,1,ACH,left,1789.0,1547.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8943543879262158,16.0,local,0
156,720575940622357965,1,11,1,GABA,left,968.0,1058.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1363636363636365,11.0,local,0
157,720575940622457579,1,18,1,ACH,left,585.0,778.0,0,1,0,18,-18,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.076923076923077,18.0,local,0
158,720575940622495401,1,20,1,ACH,left,3315.0,2527.0,1,0,20,0,20,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.603318250377074,20.0,projection,2268
159,720575940622604109,1,10,1,ACH,left,70.0,82.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.285714285714285,10.0,local,0
160,720575940622624214,1,19,1,ACH,left,1622.0,1224.0,0,1,0,19,-19,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1713933415536375,19.0,local,0
161,720575940622649855,2,23,1,GLUT,left,235.0,85.0,2,0,23,0,23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.787234042553191,11.5,projection,85
162,720575940622661095,1,12,1,ACH,left,670.0,270.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.791044776119403,12.0,local,0
163,720575940623004552,1,14,1,ACH,right,457.0,246.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.063457330415755,14.0,local,0
164,720575940623008659,1,11,1,GABA,right,120.0,458.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.166666666666666,11.0,local,0
165,720575940623164685,1,17,1,ACH,left,3092.0,1167.0,0,1,0,17,-17,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.5498059508408797,17.0,local,0
166,720575940623164941,2,30,1,ACH,right,2072.0,1993.0,0,2,0,30,-30,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4478764478764479,15.0,projection,9
167,720575940623183083,2,51,1,SER,right,80.0,147.0,0,2,0,51,-51,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,63.74999999999999,25.5,local,0
168,720575940623203805,1,60,1,GABA,right,5603.0,4334.0,0,1,0,60,-60,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0708548991611637,60.0,projection,3403
169,720575940623207885,1,17,1,,right,1028.0,720.0,0,1,0,17,-17,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.6536964980544748,17.0,local,0
170,720575940623210445,1,35,1,ACH,left,1023.0,1146.0,0,1,0,35,-35,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.4213098729227758,35.0,local,0
171,720575940623211725,1,47,1,ACH,left,4365.0,3266.0,0,1,0,47,-47,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0767468499427262,47.0,local,0
172,720575940623282985,1,12,1,DA,right,2462.0,175.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.487408610885459,12.0,projection,85
173,720575940623314312,1,55,1,ACH,right,3174.0,1266.0,0,1,0,55,-55,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7328292375551355,55.0,local,0
174,720575940623393357,1,21,1,GLUT,left,242.0,36.0,1,0,21,0,21,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.677685950413224,21.0,projection,33
175,720575940623476407,1,36,1,ACH,left,1515.0,1393.0,0,1,0,36,-36,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.376237623762376,36.0,local,0
176,720575940623581930,1,10,1,ACH,left,2010.0,890.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.4975124378109453,10.0,projection,745
177,720575940623660558,1,19,1,ACH,left,607.0,1671.0,0,1,0,19,-19,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.130148270181219,19.0,local,0
178,720575940623676394,1,75,1,GLUT,right,1953.0,2298.0,0,1,0,75,-75,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.840245775729647,75.0,local,0
179,720575940623742956,1,15,1,ACH,right,400.0,103.0,1,0,15,0,15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.75,15.0,projection,85
180,720575940623817715,1,10,1,GABA,left,566.0,260.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.76678445229682,10.0,projection,239
181,720575940623918121,1,23,1,GLUT,left,2306.0,1412.0,0,1,0,23,-23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.997398091934085,23.0,local,0
182,720575940623944072,1,12,1,DA,left,2435.0,222.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.49281314168377827,12.0,projection,130
183,720575940624007207,1,45,1,GLUT,left,255.0,44.0,1,0,45,0,45,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,17.647058823529413,45.0,projection,37
184,720575940624028855,1,17,1,ACH,left,847.0,1152.0,0,1,0,17,-17,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0070838252656436,17.0,local,0
185,720575940624084372,1,54,1,ACH,left,1260.0,1606.0,0,1,0,54,-54,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.285714285714286,54.0,local,0
186,720575940624266061,2,86,1,ACH,right,185.0,1250.0,0,2,0,86,-86,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,46.48648648648649,43.0,local,0
187,720575940624314953,1,60,1,,left,741.0,1200.0,0,1,0,60,-60,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.097165991902834,60.0,local,0
188,720575940624331016,1,13,1,ACH,left,743.0,550.0,1,0,13,0,13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7496635262449527,13.0,projection,536
189,720575940624377323,2,39,1,ACH,left,1930.0,890.0,0,2,0,39,-39,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0207253886010363,19.5,projection,593
190,720575940624677709,1,10,1,GLUT,right,587.0,389.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7035775127768313,10.0,projection,364
191,720575940624779507,1,12,1,ACH,left,825.0,502.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4545454545454546,12.0,projection,338
192,720575940624792197,1,11,1,ACH,left,50.0,85.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,22.0,11.0,local,0
193,720575940624805765,1,10,1,ACH,right,65.0,358.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.384615384615385,10.0,local,0
194,720575940624976572,2,47,1,,right,102.0,145.0,0,2,0,47,-47,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,46.07843137254902,23.5,local,0
195,720575940624983480,2,145,1,ACH,left,10021.0,34.0,0,2,0,145,-145,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4469613810996906,72.5,local,0
196,720575940624986300,1,16,1,GLUT,right,2077.0,1416.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7703418391911411,16.0,local,0
197,720575940625047484,1,10,1,,left,1061.0,1109.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9425070688030159,10.0,local,0
198,720575940625102692,1,28,1,ACH,left,1956.0,1775.0,0,1,0,28,-28,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4314928425357873,28.0,local,0
199,720575940625167886,1,16,1,GABA,right,496.0,1443.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.225806451612903,16.0,local,0
200,720575940625172016,2,30,1,ACH,right,2536.0,1242.0,2,0,30,0,30,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1829652996845426,15.0,local,0
201,720575940625178768,1,39,1,ACH,left,2347.0,1307.0,0,1,0,39,-39,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.6616957818491693,39.0,local,0
202,720575940625304094,1,13,1,ACH,left,323.0,361.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.024767801857585,13.0,local,0
203,720575940625450498,2,62,1,ACH,right,145.0,182.0,0,2,0,62,-62,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,42.758620689655174,31.0,local,0
204,720575940625667888,2,30,1,ACH,left,341.0,71.0,2,0,30,0,30,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.797653958944283,15.0,projection,62
205,720575940625873560,1,18,1,ACH,left,440.0,393.0,0,1,0,18,-18,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.090909090909091,18.0,local,0
206,720575940626014218,1,37,1,ACH,left,128.0,656.0,0,1,0,37,-37,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,28.90625,37.0,local,0
207,720575940626015242,2,142,1,ACH,left,182.0,789.0,0,2,0,142,-142,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,78.02197802197803,71.0,local,0
208,720575940626083428,1,11,1,GLUT,left,277.0,274.0,1,0,11,0,11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.9711191335740073,11.0,projection,274
209,720575940626190794,1,13,1,GABA,left,1420.0,1459.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9154929577464789,13.0,projection,878
210,720575940626217226,2,75,1,ACH,right,200.0,1226.0,0,2,0,75,-75,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,37.5,37.5,local,0
211,720575940626241636,1,16,1,ACH,left,59.0,192.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,27.11864406779661,16.0,local,0
212,720575940626256765,1,10,1,GABA,left,1146.0,117.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8726003490401396,10.0,local,0
213,720575940626446850,1,54,1,GLUT,left,442.0,75.0,1,0,54,0,54,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.217194570135746,54.0,projection,61
214,720575940626456081,2,56,1,ACH,left,418.0,1341.0,0,2,0,56,-56,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,13.397129186602871,28.0,local,0
215,720575940626622339,1,11,1,GABA,right,726.0,558.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.5151515151515151,11.0,local,0
216,720575940626631503,1,27,1,GLUT,left,209.0,193.0,1,0,27,0,27,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.918660287081341,27.0,projection,187
217,720575940626809109,1,47,1,ACH,right,1067.0,1491.0,0,1,0,47,-47,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.404873477038426,47.0,local,0
218,720575940626856344,1,25,1,ACH,right,2926.0,1339.0,0,1,0,25,-25,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8544087491455913,25.0,local,0
219,720575940626941080,2,23,1,GABA,right,731.0,1573.0,2,0,23,0,23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.146374829001368,11.5,local,0
220,720575940626960536,2,43,1,GABA,right,3718.0,4086.0,1,1,22,21,1,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1565357719203873,21.5,local,0
221,720575940626983684,1,39,1,ACH,right,268.0,797.0,0,1,0,39,-39,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.55223880597015,39.0,projection,599
222,720575940627036746,1,17,1,ACH,left,62.0,66.0,0,1,0,17,-17,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,27.419354838709676,17.0,local,0
223,720575940627107721,2,124,1,ACH,right,6991.0,1971.0,0,2,0,124,-124,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7737090544986411,62.0,local,0
224,720575940627113544,1,12,1,ACH,left,596.0,469.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.013422818791946,12.0,projection,396
225,720575940627182217,1,23,1,ACH,right,1292.0,1309.0,0,1,0,23,-23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.780185758513932,23.0,local,0
226,720575940627402568,2,63,1,ACH,right,108.0,285.0,0,2,0,63,-63,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,58.333333333333336,31.5,local,0
227,720575940627410451,1,47,1,ACH,left,6788.0,5.0,0,1,0,47,-47,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6923983500294637,47.0,local,0
228,720575940627418387,1,36,1,GLUT,left,817.0,1291.0,0,1,0,36,-36,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.406364749082008,36.0,local,0
229,720575940627429907,1,38,1,GLUT,right,1148.0,1347.0,0,1,0,38,-38,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.3101045296167246,38.0,local,0
230,720575940627438906,2,53,1,,right,99.0,142.0,0,2,0,53,-53,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,53.535353535353536,26.5,local,0
231,720575940627446661,1,13,1,ACH,right,1434.0,665.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.906555090655509,13.0,local,0
232,720575940627454569,1,34,1,ACH,left,755.0,1318.0,0,1,0,34,-34,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.503311258278146,34.0,local,0
233,720575940627582724,1,10,1,ACH,left,765.0,656.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3071895424836601,10.0,projection,297
234,720575940627604674,1,33,1,GLUT,left,205.0,128.0,1,0,33,0,33,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,16.097560975609756,33.0,projection,51
235,720575940627673073,1,10,1,GLUT,left,518.0,64.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.9305019305019304,10.0,projection,59
236,720575940627679765,1,23,1,GLUT,left,897.0,482.0,1,0,23,0,23,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.564102564102564,23.0,projection,359
237,720575940627739023,1,29,1,ACH,right,2753.0,3047.0,0,1,0,29,-29,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0533962949509625,29.0,local,0
238,720575940627812168,2,80,1,ACH,left,1995.0,299.0,0,2,0,80,-80,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.010025062656641,40.0,local,0
239,720575940627814728,2,56,1,ACH,left,2088.0,1042.0,0,2,0,56,-56,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.681992337164751,28.0,local,0
240,720575940627847752,1,105,1,ACH,left,3229.0,2125.0,0,1,0,105,-105,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.2517807370703005,105.0,local,0
241,720575940627851761,1,11,1,ACH,left,340.0,124.0,1,0,11,0,11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.2352941176470593,11.0,projection,38
242,720575940627987974,1,10,1,ACH,left,539.0,328.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.855287569573284,10.0,projection,252
243,720575940628209863,1,14,1,GLUT,left,330.0,818.0,1,0,14,0,14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.242424242424243,14.0,projection,754
244,720575940628386295,1,73,1,ACH,left,838.0,1496.0,1,0,73,0,73,non activated,bitter,non activated,activated,activated,activated,activated,activated,activated,8.711217183770884,73.0,local,0
245,720575940628524150,1,11,1,ACH,left,63.0,366.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,17.46031746031746,11.0,local,0
246,720575940628630171,1,14,1,GABA,left,1182.0,60.0,1,0,14,0,14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1844331641285957,14.0,local,0
247,720575940628659305,1,10,1,SER,left,796.0,256.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.256281407035176,10.0,local,0
248,720575940628755815,2,32,1,GABA,left,3085.0,1955.0,0,2,0,32,-32,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0372771474878444,16.0,projection,290
249,720575940628826128,1,30,1,GABA,right,5342.0,17.0,0,1,0,30,-30,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.5615874204417821,30.0,local,0
250,720575940628995331,2,43,1,ACH,left,1647.0,1102.0,0,2,0,43,-43,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.610807528840316,21.5,local,0
251,720575940628997123,1,83,1,GLUT,right,3692.0,17.0,0,1,0,83,-83,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.248104008667389,83.0,local,0
252,720575940629000783,1,11,1,ACH,left,1020.0,995.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0784313725490196,11.0,local,0
253,720575940629009468,2,123,1,ACH,left,174.0,702.0,0,2,0,123,-123,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,70.6896551724138,61.5,local,0
254,720575940629060986,2,97,1,GABA,right,583.0,523.0,2,0,97,0,97,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,16.638078902229847,48.5,projection,466
255,720575940629270339,1,11,1,ACH,left,71.0,75.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.492957746478872,11.0,local,0
256,720575940629358807,2,59,1,ACH,left,217.0,1305.0,0,2,0,59,-59,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,27.188940092165897,29.5,local,0
257,720575940629583914,1,14,1,,right,82.0,117.0,1,0,14,0,14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,17.073170731707318,14.0,projection,109
258,720575940629766266,2,31,1,GABA,left,3419.0,2816.0,2,0,31,0,31,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9066978648727698,15.5,projection,2072
259,720575940629837563,1,11,1,ACH,right,1724.0,924.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6380510440835266,11.0,projection,655
260,720575940629914732,1,14,1,GLUT,left,137.0,42.0,1,0,14,0,14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.218978102189782,14.0,projection,37
261,720575940630041913,1,10,1,GLUT,left,138.0,146.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.246376811594203,10.0,projection,103
262,720575940630044278,1,11,1,,left,702.0,759.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.566951566951567,11.0,local,0
263,720575940630233404,2,102,1,ACH,right,10341.0,63.0,0,2,0,102,-102,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9863649550333623,51.0,local,0
264,720575940630313324,1,31,1,ACH,left,547.0,270.0,1,0,31,0,31,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.6672760511883,31.0,projection,90
265,720575940630342364,1,120,1,ACH,left,2281.0,1933.0,1,0,120,0,120,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.26085050416484,120.0,projection,1759
266,720575940630460124,1,20,1,GABA,left,5197.0,3083.0,0,1,0,20,-20,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.38483740619588225,20.0,projection,1981
267,720575940630461660,1,13,1,ACH,right,1675.0,1352.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7761194029850746,13.0,local,0
268,720575940630550521,1,14,1,GLUT,left,343.0,257.0,1,0,14,0,14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.081632653061225,14.0,projection,214
269,720575940630579574,2,89,1,ACH,left,2015.0,2079.0,0,2,0,89,-89,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.416873449131513,44.5,local,0
270,720575940630589036,2,27,1,GLUT,left,2490.0,1815.0,0,2,0,27,-27,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0843373493975903,13.5,local,0
271,720575940630661164,1,12,1,ACH,left,1181.0,1641.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0160880609652836,12.0,local,0
272,720575940630664556,1,21,1,GABA,left,3632.0,3275.0,0,1,0,21,-21,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.5781938325991189,21.0,local,0
