,root_id,upstream_water_2Ns,water_syn_count,const,nt_type,side,input_synapses,output_synapses,excitatory_number_upstream_neurons,inhibitory_number_upstream_neurons,excitatory_number_input_synapse,inhibitory_number_input_synapse,excitatory - inhibitory_number_input_synapse,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,%_water_input,avg_upstream_synapses
47,720575940613935535,1,10,1,GABA,left,692.0,29.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4450867052023122,10.0
48,720575940613942703,2,38,1,ACH,right,1489.0,1137.0,0,2,0,38,-38,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.552048354600403,19.0
49,720575940614099142,1,12,1,ACH,right,298.0,1004.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.026845637583892,12.0
50,720575940614302370,2,26,1,ACH,right,26.0,21.0,0,2,0,26,-26,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,13.0
51,720575940614467751,1,46,1,ACH,left,995.0,586.0,1,0,46,0,46,non activated,water,non activated,activated,activated,activated,activated,activated,activated,4.623115577889447,46.0
52,720575940614635175,4,107,1,GABA,right,4972.0,2947.0,0,4,0,107,-107,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.152051488334674,26.75
53,720575940614660519,2,23,1,DA,right,1625.0,578.0,2,0,23,0,23,non activated,water,non activated,non activated,activated,activated,activated,activated,activated,1.4153846153846155,11.5
54,720575940614736290,1,59,1,GLUT,left,1959.0,1719.0,0,1,0,59,-59,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.0117406840224605,59.0
55,720575940614796354,1,16,1,DA,left,110.0,46.0,1,0,16,0,16,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.545454545454545,16.0
56,720575940615041430,2,77,1,GABA,left,4356.0,2673.0,2,0,77,0,77,non activated,water,non activated,non activated,activated,activated,activated,activated,activated,1.7676767676767675,38.5
57,720575940615044502,1,12,1,GLUT,right,160.0,193.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,7.5,12.0
58,720575940615292895,2,25,1,ACH,left,1604.0,1018.0,0,2,0,25,-25,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.5586034912718205,12.5
59,720575940615296818,1,31,1,ACH,left,1952.0,729.0,1,0,31,0,31,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,1.5881147540983607,31.0
60,720575940615671106,1,18,1,ACH,left,5536.0,1260.0,1,0,18,0,18,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,0.32514450867052025,18.0
61,720575940615672130,2,74,1,ACH,right,3116.0,1486.0,0,2,0,74,-74,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.3748395378690628,37.0
62,720575940615823666,1,13,1,GLUT,left,227.0,143.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.726872246696035,13.0
63,720575940616018956,1,11,1,GABA,left,2749.0,1360.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,activated,activated,0.40014550745725724,11.0
64,720575940616121501,1,11,1,DA,left,129.0,69.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.527131782945736,11.0
65,720575940616167218,1,13,1,,right,101.0,81.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.871287128712872,13.0
66,720575940616194610,2,45,1,GLUT,right,1657.0,2421.0,0,2,0,45,-45,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.715751357875679,22.5
67,720575940616295069,1,13,1,DA,left,88.0,50.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.772727272727273,13.0
68,720575940616562150,2,29,1,ACH,right,77.0,350.0,0,2,0,29,-29,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,37.66233766233766,14.5
69,720575940616616861,1,13,1,ACH,left,168.0,1303.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.738095238095238,13.0
70,720575940616673366,1,67,1,ACH,left,1201.0,538.0,1,0,67,0,67,non activated,water,non activated,activated,activated,activated,activated,activated,activated,5.578684429641965,67.0
71,720575940616742657,2,66,1,ACH,right,72.0,182.0,0,2,0,66,-66,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,91.66666666666666,33.0
72,720575940616811265,2,29,1,ACH,left,29.0,81.0,0,2,0,29,-29,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,14.5
73,720575940616848214,2,149,1,ACH,left,2937.0,3726.0,0,2,0,149,-149,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.073203949608444,74.5
74,720575940616921152,1,18,1,ACH,left,3431.0,1781.0,1,0,18,0,18,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.5246283882250072,18.0
75,720575940617289689,1,17,1,GLUT,left,198.0,152.0,1,0,17,0,17,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.585858585858585,17.0
76,720575940617291323,1,10,1,GABA,left,680.0,1703.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4705882352941175,10.0
77,720575940617299515,1,32,1,ACH,right,1030.0,437.0,1,0,32,0,32,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.1067961165048543,32.0
78,720575940617363156,1,19,1,DA,left,128.0,68.0,1,0,19,0,19,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.84375,19.0
79,720575940617393625,1,13,1,ACH,left,1168.0,1086.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1130136986301369,13.0
80,720575940617480934,1,16,1,DA,left,107.0,73.0,1,0,16,0,16,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.953271028037381,16.0
81,720575940617488477,2,38,1,GLUT,right,1687.0,1120.0,1,1,24,14,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.2525192649673977,19.0
82,720575940617510720,1,13,1,ACH,right,13.0,5.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,13.0
83,720575940617515845,1,10,1,GLUT,left,164.0,49.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.097560975609756,10.0
84,720575940617629841,1,11,1,GABA,left,2048.0,2318.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,0.537109375,11.0
85,720575940617635141,5,116,1,ACH,right,766.0,319.0,2,3,46,70,-24,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.143603133159269,23.2
86,720575940617755220,2,39,1,ACH,right,1821.0,612.0,2,0,39,0,39,non activated,water,non activated,activated,activated,activated,activated,activated,activated,2.14168039538715,19.5
87,720575940618165393,1,11,1,GABA,left,5077.0,8342.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.2166633838881229,11.0
88,720575940618601782,1,11,1,,right,20.0,0.0,0,1,0,11,-11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,55.00000000000001,11.0
89,720575940618787238,1,12,1,ACH,left,277.0,109.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.332129963898916,12.0
90,720575940618859480,1,14,1,ACH,left,1211.0,934.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,1.1560693641618496,14.0
91,720575940618868273,1,14,1,DA,left,91.0,58.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.384615384615385,14.0
92,720575940619016059,2,47,1,GLUT,left,2370.0,3070.0,0,2,0,47,-47,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.9831223628691983,23.5
93,720575940619042427,1,66,1,GLUT,right,1793.0,1945.0,0,1,0,66,-66,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.6809815950920246,66.0
94,720575940619058334,2,21,1,GABA,right,1217.0,1123.0,0,2,0,21,-21,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.725554642563681,10.5
95,720575940619287278,1,13,1,ACH,left,41.0,156.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,31.70731707317073,13.0
96,720575940619343952,1,16,1,ACH,left,463.0,655.0,1,0,16,0,16,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.455723542116631,16.0
97,720575940620031366,2,74,1,GLUT,left,1766.0,1018.0,2,0,74,0,74,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,4.190260475651189,37.0
98,720575940620061793,2,109,1,ACH,left,1557.0,538.0,2,0,109,0,109,activated,water,activated,activated,activated,activated,activated,activated,activated,7.000642260757868,54.5
99,720575940620062288,1,116,1,GLUT,right,3556.0,2487.0,0,1,0,116,-116,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.262092238470191,116.0
100,720575940620096171,2,39,1,DA,left,1254.0,221.0,2,0,39,0,39,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,3.110047846889952,19.5
101,720575940620156209,2,71,1,GABA,right,4059.0,1610.0,0,2,0,71,-71,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.74919931017492,35.5
102,720575940620260773,1,88,1,GLUT,left,1432.0,567.0,1,0,88,0,88,activated,water,activated,activated,activated,activated,activated,activated,activated,6.145251396648044,88.0
103,720575940620274085,1,21,1,GABA,left,2835.0,1670.0,1,0,21,0,21,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,0.7407407407407408,21.0
104,720575940620353300,1,10,1,GABA,left,4013.0,3928.0,0,1,0,10,-10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.24919013207076998,10.0
105,720575940620374693,1,11,1,,left,1158.0,1266.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9499136442141624,11.0
106,720575940620441024,1,22,1,GABA,right,470.0,1219.0,1,0,22,0,22,non activated,water,non activated,activated,activated,activated,activated,activated,activated,4.680851063829787,22.0
107,720575940620473547,1,22,1,GABA,left,253.0,564.0,1,0,22,0,22,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.695652173913043,22.0
108,720575940620527830,1,13,1,GLUT,right,376.0,1072.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.4574468085106385,13.0
109,720575940620553094,4,103,1,GABA,left,4534.0,3018.0,0,4,0,103,-103,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.2717247463608294,25.75
110,720575940620633070,1,52,1,GABA,left,748.0,1222.0,1,0,52,0,52,non activated,water,activated,activated,activated,activated,activated,activated,activated,6.951871657754011,52.0
111,720575940620879476,1,11,1,,right,548.0,1565.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0072992700729926,11.0
112,720575940620979638,3,87,1,GABA,right,1370.0,1117.0,1,2,36,51,-15,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.350364963503649,29.0
113,720575940620982437,5,127,1,GLUT,left,454.0,1717.0,0,5,0,127,-127,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,27.973568281938327,25.4
114,720575940621088438,1,19,1,GLUT,left,192.0,108.0,1,0,19,0,19,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.895833333333332,19.0
115,720575940621116073,1,14,1,GABA,right,397.0,206.0,0,1,0,14,-14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.5264483627204033,14.0
116,720575940621149709,3,45,1,ACH,right,241.0,220.0,0,3,0,45,-45,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,18.672199170124482,15.0
117,720575940621345012,2,42,1,ACH,right,1698.0,738.0,2,0,42,0,42,non activated,water,non activated,non activated,non activated,non activated,non activated,activated,activated,2.4734982332155475,21.0
118,720575940621538142,2,49,1,GABA,left,1167.0,1461.0,0,2,0,49,-49,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,4.1988003427592115,24.5
119,720575940621736669,1,10,1,GLUT,right,2658.0,1204.0,0,1,0,10,-10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.3762227238525207,10.0
120,720575940621970352,1,14,1,OCT,center,1319.0,1138.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.061410159211524,14.0
121,720575940622015612,1,12,1,DA,left,148.0,85.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.108108108108109,12.0
122,720575940622136022,2,28,1,SER,right,28.0,29.0,0,2,0,28,-28,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,14.0
123,720575940622184105,1,37,1,GLUT,left,1583.0,1556.0,1,0,37,0,37,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.337334175615919,37.0
124,720575940622232458,1,10,1,DA,left,76.0,72.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,13.157894736842104,10.0
125,720575940622235425,3,56,1,GABA,right,1158.0,1837.0,2,1,46,10,36,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,4.8359240069084635,18.666666666666668
126,720575940622335197,1,62,1,ACH,right,806.0,699.0,1,0,62,0,62,non activated,water,activated,activated,activated,activated,activated,activated,activated,7.6923076923076925,62.0
127,720575940622357965,1,12,1,GABA,left,968.0,1058.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.2396694214876034,12.0
128,720575940622541005,1,30,1,GABA,left,487.0,1134.0,1,0,30,0,30,non activated,water,activated,activated,activated,activated,activated,activated,activated,6.160164271047227,30.0
129,720575940622624214,1,12,1,ACH,left,1622.0,1224.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,0.7398273736128237,12.0
130,720575940622731229,1,11,1,,right,49.0,147.0,0,1,0,11,-11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,22.448979591836736,11.0
131,720575940622869799,1,11,1,GLUT,left,747.0,368.0,1,0,11,0,11,non activated,water,non activated,non activated,activated,activated,activated,activated,activated,1.4725568942436411,11.0
132,720575940623154712,2,23,1,GABA,right,1297.0,2285.0,0,2,0,23,-23,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7733230531996915,11.5
133,720575940623165636,1,13,1,ACH,left,104.0,110.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.5,13.0
134,720575940623209165,1,18,1,ACH,right,1253.0,1104.0,0,1,0,18,-18,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,1.4365522745411012,18.0
135,720575940623211725,2,44,1,ACH,left,4365.0,3266.0,2,0,44,0,44,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,1.0080183276059564,22.0
136,720575940623338281,1,13,1,GABA,right,1908.0,2449.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6813417190775681,13.0
137,720575940623379750,2,54,1,GLUT,left,1090.0,2317.0,0,2,0,54,-54,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.954128440366973,27.0
138,720575940623449015,1,29,1,GLUT,left,241.0,185.0,1,0,29,0,29,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.033195020746888,29.0
139,720575940623578375,1,12,1,,right,2401.0,0.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,0.49979175343606835,12.0
140,720575940623617973,1,84,1,ACH,right,1038.0,2940.0,1,0,84,0,84,non activated,water,activated,activated,activated,activated,activated,activated,activated,8.092485549132949,84.0
141,720575940623676394,2,227,1,GLUT,right,1953.0,2298.0,0,2,0,227,-227,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,11.623143881208398,113.5
142,720575940623696362,1,17,1,GABA,left,725.0,859.0,1,0,17,0,17,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.344827586206897,17.0
143,720575940623730509,1,17,1,DA,left,115.0,47.0,1,0,17,0,17,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.782608695652174,17.0
144,720575940623918121,2,57,1,GLUT,left,2306.0,1412.0,0,2,0,57,-57,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.471812662619254,28.5
145,720575940624015287,1,11,1,ACH,left,173.0,74.0,0,1,0,11,-11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.358381502890173,11.0
146,720575940624243982,1,24,1,DA,left,89.0,66.0,1,0,24,0,24,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,26.96629213483146,24.0
147,720575940624247787,1,107,1,GLUT,left,1318.0,578.0,1,0,107,0,107,activated,water,activated,activated,activated,activated,activated,activated,activated,8.118361153262518,107.0
148,720575940624314953,1,16,1,,left,741.0,1200.0,1,0,16,0,16,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.1592442645074224,16.0
149,720575940624366845,1,12,1,GABA,right,2473.0,1074.0,0,1,0,12,-12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.4852405984634048,12.0
150,720575940624373483,2,46,1,,right,46.0,0.0,0,2,0,46,-46,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,23.0
151,720575940624484796,1,14,1,ACH,left,1475.0,76.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,0.9491525423728813,14.0
152,720575940624532408,2,42,1,DA,right,1679.0,156.0,2,0,42,0,42,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,2.501488981536629,21.0
153,720575940624600840,1,62,1,GLUT,left,3752.0,2450.0,0,1,0,62,-62,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.652452025586354,62.0
154,720575940624623287,1,11,1,GLUT,left,962.0,1821.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1434511434511436,11.0
155,720575940624713660,1,14,1,DA,left,100.0,58.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.000000000000002,14.0
156,720575940624775975,1,11,1,GLUT,left,546.0,253.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0146520146520146,11.0
157,720575940624971243,1,13,1,OCT,left,1826.0,1229.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7119386637458927,13.0
158,720575940624983480,2,22,1,ACH,left,10021.0,34.0,0,2,0,22,-22,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,0.21953896816684962,11.0
159,720575940624986300,2,41,1,GLUT,right,2077.0,1416.0,0,2,0,41,-41,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.974000962927299,20.5
160,720575940625047484,1,12,1,,left,1061.0,1109.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,activated,activated,1.1310084825636193,12.0
161,720575940625164176,2,88,1,GABA,left,1777.0,2095.0,0,2,0,88,-88,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.952166572875633,44.0
162,720575940625298276,1,18,1,ACH,left,594.0,720.0,1,0,18,0,18,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.0303030303030303,18.0
163,720575940625454108,1,15,1,GABA,left,367.0,184.0,0,1,0,15,-15,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.087193460490464,15.0
164,720575940625705930,4,79,1,GABA,left,1102.0,1905.0,2,2,50,29,21,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,7.168784029038113,19.75
165,720575940625781009,1,19,1,DA,left,100.0,61.0,1,0,19,0,19,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,19.0,19.0
166,720575940625861660,1,10,1,GABA,left,1414.0,1424.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,0.7072135785007072,10.0
167,720575940626190794,3,58,1,GABA,left,1420.0,1459.0,0,3,0,58,-58,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.084507042253521,19.333333333333332
168,720575940626476305,1,26,1,,left,140.0,141.0,1,0,26,0,26,non activated,water,non activated,non activated,activated,activated,activated,activated,activated,18.571428571428573,26.0
169,720575940626495746,1,29,1,GABA,right,1267.0,1491.0,1,0,29,0,29,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,activated,2.2888713496448303,29.0
170,720575940626571602,1,23,1,ACH,left,317.0,606.0,1,0,23,0,23,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.255520504731862,23.0
171,720575940626674182,2,57,1,,left,57.0,71.0,0,2,0,57,-57,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,28.5
172,720575940626780222,1,15,1,ACH,left,1585.0,883.0,0,1,0,15,-15,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9463722397476341,15.0
173,720575940626804632,1,12,1,GLUT,left,117.0,110.0,1,0,12,0,12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.256410256410255,12.0
174,720575940626847765,1,12,1,ACH,left,227.0,348.0,0,1,0,12,-12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.286343612334802,12.0
175,720575940626936378,1,13,1,,right,1999.0,0.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6503251625812907,13.0
176,720575940626968216,1,25,1,GABA,right,1443.0,1060.0,1,0,25,0,25,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7325017325017324,25.0
177,720575940627083294,2,38,1,ACH,right,952.0,855.0,2,0,38,0,38,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,3.9915966386554618,19.0
178,720575940627107721,2,98,1,ACH,right,6991.0,1971.0,0,2,0,98,-98,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.401802317265055,49.0
179,720575940627404858,1,50,1,ACH,right,1200.0,734.0,1,0,50,0,50,non activated,water,activated,activated,activated,activated,activated,activated,activated,4.166666666666666,50.0
180,720575940627418387,1,14,1,GLUT,left,817.0,1291.0,0,1,0,14,-14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7135862913096693,14.0
181,720575940627419155,1,49,1,,left,203.0,267.0,1,0,49,0,49,non activated,water,activated,activated,activated,activated,activated,activated,activated,24.137931034482758,49.0
182,720575940627429907,2,34,1,GLUT,right,1148.0,1347.0,0,2,0,34,-34,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.961672473867596,17.0
183,720575940627582724,1,92,1,ACH,left,765.0,656.0,1,0,92,0,92,activated,water,activated,activated,activated,activated,activated,activated,activated,12.026143790849673,92.0
184,720575940627679765,1,110,1,GLUT,left,897.0,482.0,1,0,110,0,110,activated,water,activated,activated,activated,activated,activated,activated,activated,12.263099219620958,110.0
185,720575940627709583,1,14,1,ACH,left,1946.0,941.0,1,0,14,0,14,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7194244604316548,14.0
186,720575940627739023,2,180,1,ACH,right,2753.0,3047.0,0,2,0,180,-180,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.538321830730112,90.0
187,720575940627810347,1,15,1,ACH,left,39.0,287.0,0,1,0,15,-15,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,38.46153846153847,15.0
188,720575940627812168,1,17,1,ACH,left,1995.0,299.0,1,0,17,0,17,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,0.8521303258145364,17.0
189,720575940627847752,1,50,1,ACH,left,3229.0,2125.0,1,0,50,0,50,non activated,water,non activated,non activated,non activated,non activated,activated,activated,activated,1.548467017652524,50.0
190,720575940627907883,2,38,1,SER,right,49.0,39.0,0,2,0,38,-38,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,77.55102040816327,19.0
191,720575940628116476,2,34,1,SER,right,39.0,22.0,0,2,0,34,-34,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,87.17948717948718,17.0
192,720575940628263441,2,28,1,OCT,center,1262.0,1047.0,1,1,10,18,-8,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.218700475435816,14.0
193,720575940628391686,1,33,1,ACH,right,385.0,448.0,1,0,33,0,33,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.571428571428571,33.0
194,720575940628478736,1,176,1,GLUT,left,1092.0,1283.0,1,0,176,0,176,activated,water,activated,activated,activated,activated,activated,activated,activated,16.117216117216117,176.0
195,720575940628500540,1,13,1,ACH,left,214.0,184.0,1,0,13,0,13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.074766355140187,13.0
196,720575940628590697,1,11,1,ACH,right,1048.0,1266.0,1,0,11,0,11,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.049618320610687,11.0
197,720575940628630171,1,12,1,GABA,left,1182.0,60.0,0,1,0,12,-12,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.015228426395939,12.0
198,720575940628673474,1,13,1,ACH,left,55.0,334.0,0,1,0,13,-13,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,23.636363636363637,13.0
199,720575940628675433,1,17,1,ACH,left,199.0,486.0,1,0,17,0,17,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.542713567839195,17.0
200,720575940628683063,2,66,1,ACH,left,1194.0,1050.0,0,2,0,66,-66,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.527638190954774,33.0
201,720575940628784066,2,58,1,,left,222.0,231.0,2,0,58,0,58,non activated,water,activated,activated,activated,activated,activated,activated,activated,26.126126126126124,29.0
202,720575940628972048,4,90,1,ACH,left,676.0,1008.0,4,0,90,0,90,non activated,water,non activated,non activated,activated,activated,activated,activated,activated,13.313609467455622,22.5
203,720575940628995331,1,19,1,ACH,left,1647.0,1102.0,1,0,19,0,19,non activated,water,non activated,non activated,non activated,non activated,non activated,activated,activated,1.153612629022465,19.0
204,720575940628998659,1,27,1,,left,2579.0,0.0,1,0,27,0,27,non activated,water,non activated,non activated,non activated,activated,activated,activated,activated,1.0469174098487786,27.0
205,720575940629127936,1,21,1,DA,left,119.0,72.0,1,0,21,0,21,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,17.647058823529413,21.0
206,720575940629377218,2,31,1,ACH,right,1250.0,747.0,0,2,0,31,-31,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.48,15.5
207,720575940629509948,1,10,1,,left,189.0,788.0,1,0,10,0,10,non activated,water,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.291005291005291,10.0
