,root_id,upstream_sugar_2Ns,sugar_syn_count,const,nt_type,side,input_synapses,output_synapses,excitatory_number_upstream_neurons,inhibitory_number_upstream_neurons,excitatory_number_input_synapse,inhibitory_number_input_synapse,excitatory - inhibitory_number_input_synapse,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,%_sugar_input,avg_upstream_synapses,neuron_type,#_projection_synapses
416,720575940635636472,1,13,1,ACH,left,131.0,199.0,0,1,0,13,-13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.923664122137405,13.0,local,0
417,720575940635839077,3,79,1,GABA,left,643.0,725.0,3,0,79,0,79,activated,sugar,activated,activated,activated,activated,activated,activated,activated,12.28615863141524,26.333333333333332,local,0
418,720575940636053678,6,267,1,GABA,left,1294.0,1282.0,6,0,267,0,267,activated,sugar,activated,activated,activated,activated,activated,activated,activated,20.63369397217929,44.5,local,0
419,720575940636165624,1,11,1,ACH,left,3318.0,1190.0,1,0,11,0,11,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,0.33152501506931886,11.0,local,0
420,720575940636345463,1,13,1,ACH,right,1296.0,769.0,1,0,13,0,13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0030864197530864,13.0,projection,183
421,720575940636487598,2,52,1,,right,58.0,140.0,0,2,0,52,-52,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,89.65517241379311,26.0,local,0
422,720575940636541285,4,149,1,ACH,left,2530.0,1468.0,0,4,0,149,-149,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.8893280632411065,37.25,local,0
423,720575940636649061,3,68,1,GLUT,right,963.0,1970.0,0,3,0,68,-68,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.061266874350987,22.666666666666668,local,0
424,720575940636685454,2,27,1,ACH,right,1410.0,955.0,2,0,27,0,27,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.9148936170212765,13.5,local,0
425,720575940636828334,4,303,1,ACH,left,3397.0,1748.0,2,1,270,18,252,activated,sugar,activated,activated,activated,activated,activated,activated,activated,8.919634972034148,75.75,local,0
426,720575940636879534,1,16,1,ACH,right,1775.0,275.0,0,1,0,16,-16,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9014084507042254,16.0,projection,60
427,720575940637144944,2,104,1,ACH,left,3128.0,1666.0,2,0,104,0,104,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.324808184143223,52.0,local,0
428,720575940637165028,1,11,1,ACH,right,34.0,148.0,0,1,0,11,-11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,32.35294117647059,11.0,local,0
429,720575940637360730,1,13,1,GABA,right,1366.0,1187.0,1,0,13,0,13,non activated,sugar,non activated,activated,activated,activated,activated,activated,activated,0.951683748169839,13.0,local,0
430,720575940637686750,2,25,1,GABA,right,1403.0,1837.0,0,2,0,25,-25,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7818959372772631,12.5,projection,1232
431,720575940638011994,2,29,1,SER,right,35.0,7.0,0,2,0,29,-29,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,82.85714285714286,14.5,local,0
432,720575940638024794,3,158,1,ACH,left,2190.0,1861.0,0,3,0,158,-158,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.214611872146119,52.666666666666664,local,0
433,720575940638181092,1,11,1,ACH,right,1911.0,1267.0,1,0,11,0,11,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,0.5756148613291471,11.0,local,0
434,720575940638343238,1,50,1,GABA,right,1771.0,1006.0,1,0,50,0,50,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.8232636928289105,50.0,projection,310
435,720575940638608803,2,41,1,ACH,left,98.0,349.0,0,2,0,41,-41,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,41.83673469387755,20.5,local,0
436,720575940638663221,1,13,1,ACH,left,914.0,1181.0,1,0,13,0,13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4223194748358863,13.0,projection,1084
437,720575940638989894,1,20,1,GLUT,right,2168.0,1064.0,1,0,20,0,20,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9225092250922509,20.0,projection,78
438,720575940639043280,8,228,1,ACH,left,271.0,443.0,1,7,14,214,-200,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,84.13284132841329,28.5,local,0
439,720575940639285949,4,160,1,GABA,left,1887.0,1766.0,4,0,160,0,160,activated,sugar,activated,activated,activated,activated,activated,activated,activated,8.479067302596714,40.0,local,0
440,720575940639421043,1,56,1,ACH,right,1370.0,415.0,0,1,0,56,-56,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.087591240875913,56.0,local,0
441,720575940639553920,3,168,1,GABA,right,1824.0,441.0,3,0,168,0,168,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.210526315789473,56.0,local,0
442,720575940639765309,1,11,1,ACH,left,5076.0,140.0,1,0,11,0,11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.21670606776989756,11.0,local,0
443,720575940639785379,1,32,1,ACH,left,714.0,602.0,1,0,32,0,32,non activated,sugar,non activated,non activated,non activated,activated,activated,activated,activated,4.481792717086835,32.0,local,0
444,720575940639830179,2,29,1,ACH,right,1138.0,1552.0,0,2,0,29,-29,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.5483304042179262,14.5,local,0
445,720575940639831459,2,27,1,ACH,left,1241.0,1492.0,0,2,0,27,-27,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.17566478646253,13.5,local,0
446,720575940639994456,3,300,1,GLUT,left,2023.0,2459.0,0,3,0,300,-300,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.829461196243205,100.0,local,0
447,720575940640162944,1,11,1,GABA,left,268.0,1017.0,1,0,11,0,11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.104477611940299,11.0,local,0
448,720575940640222269,1,10,1,GABA,right,832.0,1221.0,0,1,0,10,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.201923076923077,10.0,local,0
449,720575940640839120,2,27,1,GLUT,left,1886.0,1095.0,1,1,13,14,-1,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.4316012725344645,13.5,local,0
450,720575940641281013,1,12,1,GABA,right,2227.0,1505.0,0,1,0,12,-12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.5388414907947913,12.0,local,0
451,720575940641282011,1,30,1,ACH,left,752.0,290.0,1,0,30,0,30,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.9893617021276597,30.0,local,0
452,720575940641284853,1,26,1,GLUT,right,526.0,968.0,0,0,0,0,0,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.942965779467681,26.0,projection,27
453,720575940641339611,3,57,1,,right,66.0,16.0,0,3,0,57,-57,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,86.36363636363636,19.0,local,0
454,720575940641632653,2,29,1,GABA,right,271.0,128.0,0,2,0,29,-29,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.70110701107011,14.5,projection,117
455,720575940641648091,4,126,1,ACH,left,3724.0,2046.0,0,3,0,114,-114,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.3834586466165413,31.5,local,0
456,720575940641655949,1,26,1,ACH,right,812.0,1172.0,1,0,26,0,26,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.201970443349754,26.0,local,0
457,720575940641833869,2,92,1,ACH,right,887.0,18.0,1,1,40,52,-12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.372040586245772,46.0,local,0
458,720575940643867296,4,140,1,GABA,left,7116.0,5610.0,2,2,53,87,-34,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.967397414277684,35.0,local,0
459,720575940644618788,1,23,1,GABA,left,753.0,2002.0,1,0,23,0,23,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.054448871181939,23.0,projection,1638
460,720575940644653348,4,339,1,,right,3556.0,1440.0,3,1,323,16,307,activated,sugar,activated,activated,activated,activated,activated,activated,activated,9.53318335208099,84.75,projection,5
461,720575940644750116,1,10,1,ACH,left,467.0,779.0,1,0,10,0,10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.141327623126338,10.0,local,0
462,720575940645045527,2,57,1,ACH,left,1495.0,309.0,2,0,57,0,57,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.812709030100334,28.5,local,0
463,720575940645503854,1,17,1,ACH,right,721.0,692.0,0,1,0,17,-17,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.3578363384188625,17.0,local,0
464,720575940645527918,1,50,1,ACH,right,6765.0,27.0,1,0,50,0,50,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7390983000739099,50.0,local,0
465,720575940645760820,1,12,1,,left,39.0,111.0,0,1,0,12,-12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,30.76923076923077,12.0,local,0
466,720575940647010356,1,13,1,GABA,left,980.0,1823.0,0,1,0,13,-13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3265306122448979,13.0,local,0
467,720575940647023156,2,30,1,GABA,left,480.0,1011.0,1,1,10,20,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.25,15.0,local,0
468,720575940647030324,3,37,1,ACH,right,2422.0,1880.0,2,0,22,0,22,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.52766308835673,12.333333333333334,local,0
469,720575940647031860,1,20,1,GABA,left,1499.0,1461.0,0,1,0,20,-20,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.33422281521014,20.0,local,0
470,720575940647560500,2,59,1,ACH,left,1615.0,1885.0,1,1,11,48,-37,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.653250773993808,29.5,local,0
471,720575940647606148,1,10,1,ACH,left,754.0,505.0,1,0,10,0,10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3262599469496021,10.0,local,0
472,720575940648180868,1,12,1,ACH,right,1060.0,1281.0,0,1,0,12,-12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1320754716981132,12.0,local,0
473,720575940648188548,1,11,1,ACH,right,1811.0,793.0,0,1,0,11,-11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6073992269464384,11.0,local,0
474,720575940652580086,7,366,1,GABA,left,1901.0,1059.0,7,0,366,0,366,activated,sugar,activated,activated,activated,activated,activated,activated,activated,19.25302472382956,52.285714285714285,local,0
475,720575940654094241,1,13,1,GABA,left,977.0,752.0,1,0,13,0,13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3306038894575232,13.0,local,0
476,720575940654611617,1,14,1,ACH,right,32.0,108.0,0,1,0,14,-14,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,43.75,14.0,local,0
477,720575940655013281,1,13,1,ACH,left,1774.0,928.0,0,1,0,13,-13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7328072153325818,13.0,local,0
478,720575940659340673,2,69,1,GABA,left,1158.0,2091.0,2,0,69,0,69,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.958549222797927,34.5,projection,329
479,720575940660223873,3,55,1,ACH,left,1407.0,2354.0,3,0,55,0,55,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.9090262970859984,18.333333333333332,local,0
480,720575940660233601,1,10,1,GABA,left,1056.0,2040.0,0,1,0,10,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.946969696969697,10.0,local,0
481,720575940660313729,1,11,1,ACH,left,414.0,417.0,1,0,11,0,11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.657004830917874,11.0,projection,292
