,root_id,upstream_sugar_2Ns,sugar_syn_count,const,nt_type,side,input_synapses,output_synapses,excitatory_number_upstream_neurons,inhibitory_number_upstream_neurons,excitatory_number_input_synapse,inhibitory_number_input_synapse,excitatory - inhibitory_number_input_synapse,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,%_sugar_input,avg_upstream_synapses,neuron_type,#_projection_synapses
0,720575940604030566,2,24,1,ACH,right,76.0,271.0,0,2,0,24,-24,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,31.57894736842105,12.0,local,0
1,720575940605282406,1,17,1,ACH,right,286.0,138.0,0,1,0,17,-17,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.944055944055944,17.0,local,0
2,720575940606421122,1,13,1,GABA,right,1077.0,1276.0,1,0,13,0,13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.2070566388115136,13.0,projection,169
3,720575940606567125,3,75,1,ACH,left,123.0,323.0,0,3,0,75,-75,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,60.97560975609756,25.0,local,0
4,720575940606801282,2,36,1,ACH,right,102.0,174.0,0,2,0,36,-36,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,35.294117647058826,18.0,local,0
5,720575940607162754,3,347,1,GABA,right,3356.0,3016.0,0,3,0,347,-347,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.33969010727056,115.66666666666667,local,0
6,720575940607188610,1,26,1,GABA,left,986.0,1729.0,0,1,0,26,-26,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.636916835699797,26.0,local,0
7,720575940607272649,4,87,1,ACH,right,3643.0,3699.0,3,1,59,28,31,activated,sugar,activated,activated,activated,activated,activated,activated,activated,2.3881416415042547,21.75,local,0
8,720575940607347634,1,32,1,ACH,left,56.0,89.0,0,1,0,32,-32,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,57.14285714285714,32.0,local,0
9,720575940607362482,2,23,1,ACH,right,1072.0,922.0,2,0,23,0,23,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.1455223880597014,11.5,local,0
10,720575940607386290,4,102,1,ACH,left,917.0,849.0,3,0,92,0,92,activated,sugar,activated,activated,activated,activated,activated,activated,activated,11.123227917121046,25.5,local,0
11,720575940607386802,1,20,1,OCT,right,1130.0,511.0,0,1,0,20,-20,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7699115044247788,20.0,projection,260
12,720575940607451081,6,271,1,GABA,left,1849.0,474.0,5,1,261,10,251,activated,sugar,activated,activated,activated,activated,activated,activated,activated,14.656571119524067,45.166666666666664,local,0
13,720575940607725321,1,17,1,ACH,left,5165.0,2469.0,0,1,0,17,-17,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.3291384317521781,17.0,projection,1181
14,720575940607737099,4,54,1,ACH,left,74.0,54.0,0,4,0,54,-54,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,72.97297297297297,13.5,local,0
15,720575940607904523,1,15,1,ACH,right,723.0,512.0,1,0,15,0,15,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0746887966804977,15.0,local,0
16,720575940608188427,1,16,1,ACH,left,8004.0,357.0,0,1,0,16,-16,non activated,sugar,non activated,non activated,activated,activated,activated,activated,non activated,0.19990004997501248,16.0,local,0
17,720575940608239371,2,35,1,ACH,left,275.0,212.0,0,2,0,35,-35,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.727272727272727,17.5,local,0
18,720575940608305161,4,118,1,ACH,right,145.0,157.0,0,4,0,118,-118,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,81.37931034482759,29.5,local,0
19,720575940609133269,2,67,1,GABA,right,1980.0,842.0,2,0,67,0,67,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.383838383838384,33.5,projection,316
20,720575940609407939,2,105,1,ACH,right,2769.0,2097.0,1,0,32,0,32,activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.791982665222102,52.5,local,0
21,720575940609423299,5,120,1,GLUT,left,1872.0,2961.0,2,3,32,88,-56,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.41025641025641,24.0,local,0
22,720575940609521250,1,80,1,,right,226.0,188.0,0,0,0,0,0,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,35.39823008849557,80.0,local,0
23,720575940609919897,4,79,1,ACH,left,98.0,86.0,0,4,0,79,-79,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,80.61224489795919,19.75,local,0
24,720575940609993284,2,26,1,ACH,left,1547.0,634.0,1,1,15,11,4,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.680672268907563,13.0,local,0
25,720575940610001220,4,134,1,ACH,left,2632.0,1340.0,3,0,117,0,117,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,5.091185410334346,33.5,local,0
26,720575940610055982,1,18,1,ACH,right,595.0,1282.0,1,0,18,0,18,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.0252100840336134,18.0,local,0
27,720575940610258552,2,35,1,ACH,left,1064.0,1042.0,1,1,24,11,13,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.289473684210526,17.5,local,0
28,720575940610296622,3,57,1,SER,right,79.0,47.0,0,3,0,57,-57,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,72.15189873417721,19.0,local,0
29,720575940610677828,2,22,1,GABA,left,1600.0,1727.0,2,0,22,0,22,activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.375,11.0,local,0
30,720575940610690372,2,32,1,GLUT,left,2294.0,1575.0,1,0,17,0,17,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3949433304272014,16.0,local,0
31,720575940610741880,1,11,1,ACH,left,1439.0,1310.0,1,0,11,0,11,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7644197359277276,11.0,projection,1104
32,720575940610773090,1,10,1,SER,right,77.0,83.0,0,1,0,10,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.987012987012985,10.0,local,0
33,720575940610803554,1,10,1,GLUT,right,610.0,1443.0,1,0,10,0,10,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.639344262295082,10.0,projection,147
34,720575940611151406,2,77,1,ACH,left,766.0,1380.0,1,1,55,22,33,non activated,sugar,non activated,activated,activated,activated,activated,activated,activated,10.052219321148826,38.5,local,0
35,720575940611167842,3,220,1,GABA,left,4386.0,2137.0,0,3,0,220,-220,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.015959872321021,73.33333333333333,local,0
36,720575940611248662,1,35,1,ACH,right,93.0,198.0,0,0,0,0,0,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,37.634408602150536,35.0,local,0
37,720575940611366058,1,20,1,ACH,left,647.0,1321.0,1,0,20,0,20,non activated,sugar,non activated,activated,activated,activated,activated,activated,activated,3.091190108191654,20.0,local,0
38,720575940611442296,2,41,1,ACH,left,1142.0,1278.0,2,0,41,0,41,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.5901926444833623,20.5,local,0
39,720575940611549902,1,33,1,GABA,left,1068.0,1451.0,1,0,33,0,33,non activated,sugar,non activated,activated,activated,activated,activated,activated,activated,3.089887640449438,33.0,local,0
40,720575940611939290,1,22,1,ACH,right,494.0,186.0,1,0,22,0,22,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.4534412955465585,22.0,local,0
41,720575940611988197,1,10,1,ACH,left,804.0,1185.0,1,0,10,0,10,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.2437810945273633,10.0,local,0
42,720575940612036837,2,74,1,GLUT,left,3731.0,398.0,2,0,74,0,74,activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.9833824711873493,37.0,local,0
43,720575940612208858,1,71,1,GABA,right,3368.0,2893.0,1,0,71,0,71,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,2.108076009501188,71.0,local,0
44,720575940612213741,1,12,1,GABA,right,1851.0,1673.0,1,0,12,0,12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6482982171799028,12.0,projection,1484
45,720575940612235747,1,23,1,,right,205.0,156.0,0,0,0,0,0,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,11.219512195121952,23.0,local,0
46,720575940612357618,1,15,1,ACH,right,2274.0,728.0,1,0,15,0,15,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,0.6596306068601583,15.0,local,0
47,720575940612422579,3,50,1,,right,67.0,6.0,0,3,0,50,-50,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,74.6268656716418,16.666666666666668,local,0
48,720575940612423922,2,400,1,GABA,left,2894.0,2370.0,2,0,400,0,400,activated,sugar,activated,activated,activated,activated,activated,activated,activated,13.8217000691085,200.0,local,0
49,720575940612438514,2,43,1,GABA,right,1643.0,1582.0,0,2,0,43,-43,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.6171637248934876,21.5,local,0
50,720575940612446866,4,111,1,ACH,left,138.0,410.0,0,4,0,111,-111,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,80.43478260869566,27.75,local,0
51,720575940612554393,1,43,1,ACH,left,253.0,280.0,0,0,0,0,0,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,16.99604743083004,43.0,local,0
52,720575940612556402,2,73,1,ACH,right,180.0,352.0,0,2,0,73,-73,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,40.55555555555556,36.5,local,0
53,720575940612558061,1,13,1,GABA,right,1235.0,1407.0,1,0,13,0,13,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,1.0526315789473684,13.0,local,0
54,720575940612574435,2,32,1,GABA,right,621.0,930.0,2,0,32,0,32,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,activated,5.152979066022544,16.0,local,0
55,720575940612692633,5,283,1,ACH,left,2734.0,1342.0,4,1,265,18,247,activated,sugar,activated,activated,activated,activated,activated,activated,activated,10.351133869787857,56.6,local,0
56,720575940612801022,1,12,1,GABA,right,79.0,232.0,0,1,0,12,-12,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.18987341772152,12.0,projection,201
57,720575940612840982,1,32,1,GABA,left,5231.0,3432.0,0,1,0,32,-32,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6117377174536418,32.0,projection,2618
58,720575940612865814,1,30,1,ACH,left,302.0,119.0,1,0,30,0,30,non activated,sugar,non activated,non activated,non activated,non activated,activated,activated,activated,9.933774834437086,30.0,projection,85
59,720575940612906518,5,165,1,GABA,right,1994.0,1831.0,5,0,165,0,165,activated,sugar,activated,activated,activated,activated,activated,activated,activated,8.274824473420262,33.0,local,0
60,720575940613347299,2,167,1,ACH,right,3833.0,1919.0,2,0,167,0,167,activated,sugar,activated,activated,activated,activated,activated,activated,activated,4.356900600052178,83.5,projection,12
61,720575940613418547,1,13,1,ACH,left,957.0,1044.0,0,1,0,13,-13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3584117032392893,13.0,projection,913
62,720575940613670893,1,41,1,GABA,left,569.0,721.0,1,0,41,0,41,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,7.205623901581721,41.0,projection,168
63,720575940613743569,1,35,1,DA,left,1066.0,210.0,1,0,35,0,35,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,3.283302063789869,35.0,local,0
64,720575940613929391,2,38,1,,left,1622.0,159.0,1,1,16,22,-6,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,2.342786683107275,19.0,local,0
65,720575940613935535,1,10,1,GABA,left,692.0,29.0,1,0,10,0,10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4450867052023122,10.0,local,0
66,720575940613942703,1,17,1,ACH,right,1489.0,1137.0,0,1,0,17,-17,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1417058428475486,17.0,local,0
67,720575940614022575,1,10,1,,left,734.0,321.0,0,1,0,10,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3623978201634876,10.0,local,0
68,720575940614128691,2,70,1,ACH,left,1168.0,556.0,2,0,70,0,70,non activated,sugar,activated,activated,activated,activated,activated,activated,activated,5.993150684931506,35.0,projection,10
69,720575940614302370,2,26,1,ACH,right,26.0,21.0,0,2,0,26,-26,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,100.0,13.0,local,0
70,720575940614349974,1,13,1,ACH,left,385.0,2082.0,0,1,0,13,-13,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.3766233766233764,13.0,local,0
71,720575940614635175,4,92,1,GABA,right,4972.0,2947.0,0,3,0,81,-81,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.850362027353178,23.0,projection,5
72,720575940614642838,1,10,1,ACH,right,276.0,172.0,0,1,0,10,-10,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.6231884057971016,10.0,local,0
73,720575940614736290,1,59,1,GLUT,left,1959.0,1719.0,0,1,0,59,-59,non activated,sugar,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.0117406840224605,59.0,local,0
